FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S
SN000766,61682.242,LSST-r,DDF,0,100000000,1024,1,31.72,1.79,24.18,14.1788,DDF,0,100000000,1024,1,31.72,1.79,24.18,14.1401
SN000766,61682.2666,LSST-i,DDF,0,100000000,1024,1,31.66,1.39,35.42,14.8666,DDF,0,100000000,1024,1,31.66,1.39,35.42,14.8787
SN000766,61687.1446,LSST-g,DDF,0,100000000,1024,1,33.43,1.84,81.14,14.2983,DDF,0,100000000,1024,1,33.43,1.84,81.14,14.311
SN000766,61687.1512,LSST-i,DDF,90848.5,14.453,6144,1,34.12,1.84,145.8,15.1063,DDF,84468.6,13.948,6144,1,34.12,1.84,145.8,15.1838
SN000766,61687.161,LSST-r,DDF,0,100000000,1024,1,34.24,2.03,125.1,14.3583,DDF,0,100000000,1024,1,34.24,2.03,125.1,14.2895
SN000955,61643.2128,LSST-g,DDF,255663,40.264,6144,1,33,3.98,31.86,13.9787,DDF,278751,42.034,6144,1,33,3.98,31.86,13.8904
SN000955,61643.2194,LSST-i,DDF,134913,18.752,4096,1,34.01,3.39,133.2,14.6781,DDF,135744,18.807,4096,1,34.01,3.39,133.2,14.6714
SN000955,61643.2291,LSST-r,DDF,214718,22.622,4096,1,34.07,3.53,83.83,14.1676,DDF,225833,23.194,4096,1,34.07,3.53,83.83,14.1142
SN000955,61650.2167,LSST-g,DDF,0,100000000,1024,1,33.87,2.57,46.04,14.0203,DDF,0,100000000,1024,1,33.87,2.57,46.04,13.9684
SN000955,61650.2243,LSST-i,DDF,113078,11.73,4096,1,34.81,2.21,182.4,14.8642,DDF,107125,11.424,4096,1,34.81,2.21,182.4,14.9191
SN000955,61650.2341,LSST-r,DDF,0,100000000,1024,1,34.88,2.12,116.8,14.137,DDF,0,100000000,1024,1,34.88,2.12,116.8,14.2049
SN001493,61307.0051,LSST-g,DDF,224165,24.579,4096,1,34.03,3.75,231.1,14.1262,DDF,217142,24.227,4096,1,34.03,3.75,231.1,14.1606
SN001493,61307.0128,LSST-i,DDF,126196,13.147,4096,1,34.82,3.45,338.6,14.7481,DDF,122056,12.96,4096,1,34.82,3.45,338.6,14.7931
SN001493,61307.0225,LSST-r,DDF,194051,15.057,4096,1,34.95,3.72,351.1,14.2737,DDF,191670,14.974,4096,1,34.95,3.72,351.1,14.2916
SN001493,61314.2309,LSST-r,DDF,0,100000000,1024,1,31.84,1.53,40.07,14.2413,DDF,0,100000000,1024,1,31.84,1.53,40.07,14.2921
SN001493,61315.1815,LSST-g,DDF,0,100000000,1024,1,34.17,1.61,48.05,14.2102,DDF,0,100000000,1024,1,34.17,1.61,48.05,14.2599
SN001493,61315.1891,LSST-i,DDF,0,100000000,1024,1,34.93,1.57,166.7,14.9952,DDF,0,100000000,1024,1,34.93,1.57,166.7,14.9583
SN001493,61315.1989,LSST-r,DDF,0,100000000,1024,1,35.05,1.44,131.2,14.2775,DDF,0,100000000,1024,1,35.05,1.44,131.2,14.3284
SN001487,61286.216,LSST-g,DDF,164891,28.378,4096,1,33.29,3.05,56.85,14.4654,DDF,159970,27.956,6144,1,33.29,3.05,56.85,14.4861
SN001487,61286.2226,LSST-i,DDF,105364,15.949,4096,1,34.08,2.41,146.2,14.9407,DDF,99234,15.494,4096,1,34.08,2.41,146.2,15.0127
SN001487,61286.2324,LSST-r,DDF,141677,17.42,4096,1,34.19,2.48,117.1,14.6187,DDF,129785,16.685,4096,1,34.19,2.48,117.1,14.7264
SN001487,61291.3683,LSST-g,DDF,0,100000000,1024,1,33.75,1.81,38.2,14.2024,DDF,0,100000000,1024,1,33.75,1.81,38.2,14.2235
SN001487,61291.3824,LSST-i,DDF,0,100000000,1024,1,34.16,1.67,110.8,14.8735,DDF,0,100000000,1024,1,34.16,1.67,110.8,14.8096
SN001487,61292.1876,LSST-r,DDF,184363,20.917,6144,1,34.07,2.62,83.51,14.3294,DDF,186316,21.027,4096,1,34.07,2.62,83.51,14.3258
SN001487,61294.3552,LSST-i,DDF,100318,46.949,4096,1,31.66,2.02,35.04,14.9942,DDF,107311,48.536,4096,1,31.66,2.02,35.04,14.9229
SN001487,61297.3612,LSST-r,DDF,0,100000000,1024,1,31.74,1.67,23.73,14.534,DDF,0,100000000,1024,1,31.74,1.67,23.73,14.5308
SN000969,61728.2858,LSST-r,DDF,0,100000000,1024,1,31.81,1.72,38.41,14.1666,DDF,0,100000000,1024,1,31.81,1.72,38.41,14.144
SN000969,61729.2813,LSST-g,DDF,0,100000000,1024,1,33.58,1.77,67.66,13.904,DDF,0,100000000,1024,1,33.58,1.77,67.66,13.9186
SN000969,61729.29,LSST-i,DDF,0,100000000,1024,1,34.17,1.51,129.6,14.627,DDF,0,100000000,1024,1,34.17,1.51,129.6,14.5635
SN000969,61729.2998,LSST-r,DDF,0,100000000,1024,1,34.29,1.73,109.6,14.1079,DDF,0,100000000,1024,1,34.29,1.73,109.6,14.1027
SN000969,61737.1812,LSST-g,DDF,0,100000000,1024,1,33.37,2.46,31.94,13.9508,DDF,0,100000000,1024,1,33.37,2.46,31.94,13.9761
SN000969,61737.1899,LSST-i,DDF,0,100000000,1024,1,34.16,1.93,110.3,14.8322,DDF,0,100000000,1024,1,34.16,1.93,110.3,14.8249
SN000969,61737.1996,LSST-r,DDF,0,100000000,1024,1,34.24,1.69,75.01,14.0693,DDF,0,100000000,1024,1,34.24,1.69,75.01,14.0895
SN001646,61042.2793,LSST-i,DDF,117765,51.348,4096,1,31.67,2.16,62.95,14.8236,DDF,119213,51.649,4096,1,31.67,2.16,62.95,14.8135
SN000570,61097.1722,LSST-g,DDF,0,100000000,1024,1,31.8,2.02,29.83,14.8489,DDF,0,100000000,1024,1,31.8,2.02,29.83,14.9425
SN000570,61097.1962,LSST-r,DDF,0,100000000,1024,1,31.78,1.94,34.53,14.9172,DDF,0,100000000,1024,1,31.78,1.94,34.53,15.0167
SN000570,61098.2595,LSST-g,DDF,0,100000000,1024,1,34.13,2.19,62.04,14.6585,DDF,128646,16.966,4096,1,34.13,2.19,62.04,14.7184
SN000570,61098.2672,LSST-i,DDF,95436.9,10.487,4096,1,34.87,2.13,181.9,15.056,DDF,82103.5,9.7439,4096,1,34.87,2.13,181.9,15.2141
SN000570,61098.2769,LSST-r,DDF,124598,11.582,4096,1,34.93,2.32,127.4,14.7628,DDF,116294,11.193,4096,1,34.93,2.32,127.4,14.8303
SN000570,61106.0717,LSST-g,DDF,0,100000000,1024,1,34.26,2.56,135.8,14.2907,DDF,0,100000000,1024,1,34.26,2.56,135.8,14.2202
SN000570,61106.0794,LSST-i,DDF,103261,10.867,4096,1,34.91,2.52,250.4,14.9665,DDF,110070,11.202,4096,1,34.91,2.52,250.4,14.9012
SN000570,61106.0891,LSST-r,DDF,0,100000000,1024,1,35.06,2.57,249.7,14.3766,DDF,0,100000000,1024,1,35.06,2.57,249.7,14.305
SN000570,61107.1149,LSST-g,DDF,183164,18.771,4096,1,34.32,3.5,134.3,14.3334,DDF,196648,19.432,4096,1,34.32,3.5,134.3,14.2637
SN000570,61107.1322,LSST-r,DDF,0,100000000,1024,1,35.07,2.19,211.1,14.4059,DDF,0,100000000,1024,1,35.07,2.19,211.1,14.3323
SN000570,61107.1339,LSST-i,DDF,0,100000000,1024,1,35.03,1.89,235.8,15.0112,DDF,0,100000000,1024,1,35.03,1.89,235.8,14.9383
SN000570,61108.0716,LSST-g,DDF,176101,20.321,4096,1,34.08,3.17,54.14,14.3843,DDF,186755,20.924,4096,1,34.08,3.17,54.14,14.3176
SN000570,61108.0792,LSST-i,DDF,93432.5,10.421,4096,1,34.88,2.8,186.1,15.0704,DDF,99545,10.744,4096,1,34.88,2.8,186.1,14.9953
SN000570,61108.0936,LSST-r,DDF,166527,12.648,4096,1,35.06,2.95,156.5,14.4437,DDF,179898,13.139,4096,1,35.06,2.95,156.5,14.3709
SN000570,61109.1079,LSST-g,DDF,0,100000000,1024,1,34.2,1.98,64.43,14.4485,DDF,0,100000000,1024,1,34.2,1.98,64.43,14.3864
SN000570,61109.1155,LSST-i,DDF,86232.6,9.7677,4096,1,34.91,1.83,186.2,15.1494,DDF,0,100000000,1024,1,34.91,1.83,186.2,15.0768
SN000570,61109.1252,LSST-r,DDF,0,100000000,1024,1,35.02,2.07,145.2,14.4936,DDF,0,100000000,1024,1,35.02,2.07,145.2,14.4243
SN000570,61110.1397,LSST-g,DDF,0,100000000,1024,1,34.2,1.69,61.27,14.5223,DDF,0,100000000,1024,1,34.2,1.69,61.27,14.4653
SN000570,61110.1474,LSST-i,DDF,0,100000000,1024,1,34.91,1.57,181.9,15.2323,DDF,0,100000000,1024,1,34.91,1.57,181.9,15.1671
SN000570,61110.1571,LSST-r,DDF,0,100000000,1024,1,35.02,1.81,139.2,14.5558,DDF,0,100000000,1024,1,35.02,1.81,139.2,14.4919
SN000216,61779.1206,LSST-i,DDF,0,100000000,1024,1,31.7,1.46,54.85,14.8498,DDF,0,100000000,1024,1,31.7,1.46,54.85,14.7715
SN000216,61784.1635,LSST-r,DDF,0,100000000,1024,1,31.8,1.79,56.38,14.1843,DDF,0,100000000,1024,1,31.8,1.79,56.38,14.1804
SN000216,61784.1872,LSST-i,DDF,0,100000000,1024,1,31.63,1.76,56.93,14.7664,DDF,0,100000000,1024,1,31.63,1.76,56.93,14.7919
SN000216,61785.1197,LSST-r,DDF,0,100000000,1024,1,31.82,1.69,44.5,14.1701,DDF,0,100000000,1024,1,31.82,1.69,44.5,14.1777
SN000216,61785.1434,LSST-i,DDF,0,100000000,1024,1,31.67,1.79,50.05,14.793,DDF,0,100000000,1024,1,31.67,1.79,50.05,14.8287
SN000216,61789.1178,LSST-r,DDF,0,100000000,1024,1,31.72,1.82,25.09,14.2244,DDF,0,100000000,1024,1,31.72,1.82,25.09,14.255
SN000202,61697.3293,LSST-r,DDF,0,100000000,1024,1,31.86,1.98,51.35,14.3827,DDF,0,100000000,1024,1,31.86,1.98,51.35,14.3452
SN000202,61697.3406,LSST-i,DDF,0,100000000,1024,1,31.7,1.85,51.44,14.7508,DDF,0,100000000,1024,1,31.7,1.85,51.44,14.6335
SN000202,61698.3587,LSST-r,DDF,0,100000000,1024,1,31.83,1.61,45.3,14.2982,DDF,0,100000000,1024,1,31.83,1.61,45.3,14.2658
SN000202,61698.3715,LSST-i,DDF,0,100000000,1024,1,31.69,1.76,55.01,14.705,DDF,0,100000000,1024,1,31.69,1.76,55.01,14.6027
SN000202,61699.3692,LSST-i,DDF,0,100000000,1024,1,31.68,1.49,49.29,14.6896,DDF,0,100000000,1024,1,31.68,1.49,49.29,14.6004
SN000202,61701.3314,LSST-r,DDF,0,100000000,1024,1,31.78,1.86,30.14,14.1462,DDF,0,100000000,1024,1,31.78,1.86,30.14,14.1259
SN000202,61701.3427,LSST-i,DDF,0,100000000,1024,1,31.66,1.93,38.86,14.7124,DDF,0,100000000,1024,1,31.66,1.93,38.86,14.6439
SN000202,61704.3166,LSST-r,DDF,0,100000000,1024,1,31.74,2.11,24.48,14.107,DDF,0,100000000,1024,1,31.74,2.11,24.48,14.093
SN000202,61705.2986,LSST-r,DDF,0,100000000,1024,1,31.75,1.7,24.51,14.1107,DDF,0,100000000,1024,1,31.75,1.7,24.51,14.0972
SN000202,61705.3228,LSST-i,DDF,0,100000000,1024,1,31.66,1.71,36.13,14.8273,DDF,0,100000000,1024,1,31.66,1.71,36.13,14.7721
SN000202,61706.2896,LSST-g,DDF,237970,22.848,4096,1,34.15,3.22,47.52,14.0576,DDF,246773,23.266,4096,1,34.15,3.22,47.52,14.025
SN000202,61706.2972,LSST-i,DDF,115810,11.315,4096,1,34.91,2.44,158.1,14.8463,DDF,121096,11.566,4096,1,34.91,2.44,158.1,14.7883
SN000202,61706.3069,LSST-r,DDF,0,100000000,1024,1,35,1.65,110.2,14.1228,DDF,0,100000000,1024,1,35,1.65,110.2,14.1093
SN000202,61707.3096,LSST-r,DDF,0,100000000,1024,1,31.75,1.6,24.74,14.1425,DDF,0,100000000,1024,1,31.75,1.6,24.74,14.1284
SN000202,61709.312,LSST-r,DDF,0,100000000,1024,1,31.74,1.77,24.64,14.2059,DDF,0,100000000,1024,1,31.74,1.77,24.64,14.1896
SN001691,61787.0632,LSST-r,DDF,0,100000000,1024,1,31.74,1.78,23.97,14.0295,DDF,0,100000000,1024,1,31.74,1.78,23.97,14.0596
SN001691,61787.0978,LSST-i,DDF,134528,38.687,4096,1,32.4,2.38,50.23,14.6755,DDF,138052,39.183,4096,1,32.4,2.38,50.23,14.6463
SN001691,61788.1951,LSST-g,DDF,0,100000000,1024,1,33.43,2.62,65.58,13.8649,DDF,0,100000000,1024,1,33.43,2.62,65.58,13.8946
SN001691,61788.2018,LSST-i,DDF,0,100000000,1024,1,34.11,2.12,140,14.7092,DDF,0,100000000,1024,1,34.11,2.12,140,14.669
SN001691,61788.2115,LSST-r,DDF,0,100000000,1024,1,34.2,2.82,115.6,14.0158,DDF,0,100000000,1024,1,34.2,2.82,115.6,14.0384
SN001861,61282.3539,LSST-r,DDF,0,100000000,1024,1,31.86,1.31,58.42,14.2736,DDF,0,100000000,1024,1,31.86,1.31,58.42,14.2534
SN001861,61282.3778,LSST-i,DDF,0,100000000,1024,1,31.71,1.49,54.01,14.8624,DDF,0,100000000,1024,1,31.71,1.49,54.01,14.8166
SN001861,61283.3632,LSST-r,DDF,0,100000000,1024,1,31.85,1.59,52.06,14.2772,DDF,0,100000000,1024,1,31.85,1.59,52.06,14.2579
SN001861,61283.3916,LSST-i,DDF,0,100000000,1024,1,31.71,1.41,50.47,14.8952,DDF,0,100000000,1024,1,31.71,1.41,50.47,14.8507
SN001861,61286.216,LSST-g,DDF,192215,30.616,4096,1,33.29,3.05,56.85,14.2919,DDF,199577,31.191,4096,1,33.29,3.05,56.85,14.2456
SN001861,61286.2226,LSST-i,DDF,98374.3,15.429,4096,1,34.08,2.41,146.2,15.0202,DDF,99466.5,15.511,4096,1,34.08,2.41,146.2,15.0053
SN001861,61286.2324,LSST-r,DDF,0,100000000,1024,1,34.19,2.48,117.1,14.3535,DDF,0,100000000,1024,1,34.19,2.48,117.1,14.3523
SN001040,61388.2423,LSST-g,DDF,100528,16.759,4096,1,33.89,2.28,53.06,14.9985,DDF,101162,16.811,4096,1,33.89,2.28,53.06,14.9852
SN001040,61388.2499,LSST-i,DDF,79524.2,9.907,4096,1,34.81,2.26,193.7,15.2483,DDF,73547.9,9.541,4096,1,34.81,2.26,193.7,15.3353
SN001040,61388.2596,LSST-r,DDF,100115,10.585,4096,1,34.89,2.2,129.9,15.0026,DDF,91191.2,10.108,4096,1,34.89,2.2,129.9,15.1057
SN001040,61389.2352,LSST-g,DDF,115959,18.067,4096,1,33.88,2.01,52.26,14.833,DDF,117596,18.193,4096,1,33.88,2.01,52.26,14.8178
SN001040,61389.248,LSST-i,DDF,89350.8,10.324,4096,1,34.86,2.78,198.4,15.1293,DDF,84081.6,10.03,4096,1,34.86,2.78,198.4,15.1916
SN001040,61389.2567,LSST-r,DDF,112744,10.993,4096,1,34.94,2.66,131,14.8666,DDF,106810,10.704,4096,1,34.94,2.66,131,14.9376
SN001040,61390.2434,LSST-g,DDF,131725,18.907,4096,1,33.92,2.23,53.29,14.6963,DDF,134334,19.093,4096,1,33.92,2.23,53.29,14.679
SN001040,61390.251,LSST-i,DDF,95346.6,10.785,4096,1,34.82,2.43,191.1,15.0439,DDF,93098.9,10.661,4096,1,34.82,2.43,191.1,15.0831
SN001040,61390.2607,LSST-r,DDF,125443,11.78,4096,1,34.9,2.21,128.9,14.7529,DDF,120731,11.559,4096,1,34.9,2.21,128.9,14.7938
SN001040,61395.2676,LSST-g,DDF,0,100000000,1024,1,34.89,2.33,137.3,14.4644,DDF,0,100000000,1024,1,34.89,2.33,137.3,14.4307
SN001040,61395.2752,LSST-i,DDF,99348.3,7.545,4096,1,35.63,2.01,287.7,15.0013,DDF,103562,7.6997,4096,1,35.63,2.01,287.7,14.968
SN001040,61395.2849,LSST-r,DDF,0,100000000,1024,1,35.74,2.15,224.6,14.4922,DDF,0,100000000,1024,1,35.74,2.15,224.6,14.4345
SN001040,61396.212,LSST-g,DDF,161796,20.626,4096,1,34.01,2.84,190.3,14.4753,DDF,167745,20.982,4096,1,34.01,2.84,190.3,14.4367
SN001040,61396.2196,LSST-i,DDF,97096.4,11.034,4096,1,34.81,2.06,283.6,15.0337,DDF,99316,11.153,4096,1,34.81,2.06,283.6,14.9972
SN001040,61396.2293,LSST-r,DDF,0,100000000,1024,1,34.95,1.82,278.4,14.4949,DDF,0,100000000,1024,1,34.95,1.82,278.4,14.4315
SN001732,61762.2972,LSST-r,DDF,0,100000000,1024,1,31.73,2.09,29.81,14.2535,DDF,0,100000000,1024,1,31.73,2.09,29.81,14.1658
SN001732,61762.3233,LSST-g,DDF,0,100000000,1024,1,31.7,1.83,20.74,14.1621,DDF,0,100000000,1024,1,31.7,1.83,20.74,14.168
SN000362,60939.29,LSST-g,DDF,0,100000000,1024,1,31.62,1.56,14.58,14.4823,DDF,0,100000000,1024,1,31.62,1.56,14.58,14.4462
SN000362,60939.314,LSST-r,DDF,0,100000000,1024,1,31.74,1.57,23.97,14.5721,DDF,0,100000000,1024,1,31.74,1.57,23.97,14.5514
SN000362,60940.3503,LSST-g,DDF,0,100000000,1024,1,33.4,1.53,32.34,14.4174,DDF,0,100000000,1024,1,33.4,1.53,32.34,14.3869
SN000362,60940.359,LSST-i,DDF,0,100000000,1024,1,34.16,1.7,110.5,14.8947,DDF,0,100000000,1024,1,34.16,1.7,110.5,14.9084
SN000362,60940.3687,LSST-r,DDF,0,100000000,1024,1,34.24,1.62,75.03,14.4944,DDF,0,100000000,1024,1,34.24,1.62,75.03,14.4716
SN000362,60948.1172,LSST-g,DDF,160185,30.67,4096,1,33.12,4.54,65.73,14.4838,DDF,161444,30.786,4096,1,33.12,4.54,65.73,14.4743
SN000362,60948.1217,LSST-i,DDF,88209.3,15.716,4096,1,33.99,3.58,150.2,15.129,DDF,90567.4,15.905,4096,1,33.99,3.58,150.2,15.1131
SN000362,60948.1272,LSST-r,DDF,161909,19.778,4096,1,34.08,3.79,116.6,14.4843,DDF,161765,19.77,4096,1,34.08,3.79,116.6,14.4701
SN000410,61300.1755,LSST-g,DDF,120585,25.682,4096,1,33.16,2.56,35.03,14.7951,DDF,121066,25.733,4096,1,33.16,2.56,35.03,14.796
SN000410,61300.1939,LSST-i,DDF,97483.7,14.555,4096,1,34.18,2.08,133.6,15.0344,DDF,100707,14.789,4096,1,34.18,2.08,133.6,14.9869
SN000410,61300.2006,LSST-r,DDF,124909,15.917,6144,1,34.24,2.19,85.94,14.7705,DDF,121967,15.729,6144,1,34.24,2.19,85.94,14.777
SN000410,61302.2793,LSST-g,DDF,0,100000000,1024,1,31.61,1.68,14.58,14.6195,DDF,0,100000000,1024,1,31.61,1.68,14.58,14.6515
SN000410,61302.3035,LSST-r,DDF,0,100000000,1024,1,31.73,1.85,24,14.6032,DDF,0,100000000,1024,1,31.73,1.85,24,14.6254
SN000410,61303.312,LSST-g,DDF,0,100000000,1024,1,31.63,1.63,14.48,14.5842,DDF,0,100000000,1024,1,31.63,1.63,14.48,14.6295
SN000410,61303.3315,LSST-r,DDF,0,100000000,1024,1,31.74,1.52,23.83,14.5466,DDF,0,100000000,1024,1,31.74,1.52,23.83,14.5756
SN000410,61307.2994,LSST-g,DDF,0,100000000,1024,1,33.64,2.21,121.6,14.5617,DDF,0,100000000,1024,1,33.64,2.21,121.6,14.6403
SN000410,61307.306,LSST-i,DDF,0,100000000,1024,1,34.21,1.31,163.6,15.0539,DDF,0,100000000,1024,1,34.21,1.31,163.6,15.0174
SN000410,61307.3157,LSST-r,DDF,0,100000000,1024,1,34.36,1.27,165.5,14.4656,DDF,0,100000000,1024,1,34.36,1.27,165.5,14.5099
SN000410,61313.347,LSST-g,DDF,0,100000000,1024,1,33.65,2.04,104.1,14.7262,DDF,0,100000000,1024,1,33.65,2.04,104.1,14.8056
SN000410,61313.3537,LSST-i,DDF,76712.2,12.822,4096,1,34.2,1.82,150.5,15.2855,DDF,82646,13.296,4096,1,34.2,1.82,150.5,15.2105
SN000410,61313.3634,LSST-r,DDF,0,100000000,1024,1,34.35,2.21,147.6,14.6201,DDF,0,100000000,1024,1,34.35,2.21,147.6,14.6488
SN001083,61297.1771,LSST-g,DDF,187316,22.234,4096,1,33.95,2.74,50.51,14.3221,DDF,186215,22.169,4096,1,33.95,2.74,50.51,14.3224
SN001083,61297.1847,LSST-i,DDF,118425,11.965,4096,1,34.83,2.85,182.9,14.8143,DDF,124703,12.268,4096,1,34.83,2.85,182.9,14.7613
SN001083,61297.1945,LSST-r,DDF,169741,13.638,4096,1,34.91,2.69,121.8,14.4262,DDF,168736,13.598,4096,1,34.91,2.69,121.8,14.4299
SN001083,61300.2485,LSST-g,DDF,0,100000000,1024,1,31.65,1.85,16.34,14.2375,DDF,0,100000000,1024,1,31.65,1.85,16.34,14.2299
SN001083,61300.2729,LSST-r,DDF,0,100000000,1024,1,31.75,1.72,26.05,14.2853,DDF,0,100000000,1024,1,31.75,1.72,26.05,14.2466
SN001083,61301.2407,LSST-r,DDF,0,100000000,1024,1,31.73,2.09,25.98,14.268,DDF,0,100000000,1024,1,31.73,2.09,25.98,14.2256
SN001083,61301.2647,LSST-i,DDF,0,100000000,1024,1,31.66,1.62,36.93,14.8656,DDF,0,100000000,1024,1,31.66,1.62,36.93,14.8145
