FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S,_merge
SN000324,61446.2231,LSST-g,DDF,166598.0,19.027,4096,1.0,34.16,2.21,55.24,14.4474,DDF,164012.0,18.879,4096,1.0,34.16,2.21,55.24,14.4705,both
SN000324,61446.2308,LSST-i,DDF,86733.4,9.8549,4096,1.0,34.9,2.11,173.2,15.1514,DDF,85544.6,9.7886,4096,1.0,34.9,2.11,173.2,15.1696,both
SN000324,61446.2405,LSST-r,DDF,169027.0,13.089,4096,1.0,34.99,1.92,123.6,14.4288,DDF,175635.0,13.341,4096,1.0,34.99,1.92,123.6,14.3873,both
SN000325,61825.0357,LSST-g,DDF,114236.0,16.217,4096,1.0,34.1,2.73,51.08,14.8488,DDF,113905.0,16.193,4096,1.0,34.1,2.73,51.08,14.8623,both
SN000325,61825.0433,LSST-i,DDF,88768.5,10.089,4096,1.0,34.88,2.39,171.7,15.1352,DDF,89967.9,10.155,4096,1.0,34.88,2.39,171.7,15.1146,both
SN000325,61825.053,LSST-r,DDF,111298.0,10.914,4096,1.0,34.94,2.76,118.3,14.8733,DDF,101452.0,10.427,4096,1.0,34.94,2.76,118.3,14.9879,both
SN000325,61826.0578,LSST-g,DDF,132379.0,56.743,4096,1.0,31.54,2.79,16.06,14.7024,DDF,128525.0,55.914,4096,1.0,31.54,2.79,16.06,14.7214,both
SN000325,61831.0543,LSST-g,DDF,169211.0,64.411,4096,1.0,31.53,2.69,16.18,14.4294,DDF,166023.0,63.803,4096,1.0,31.53,2.69,16.18,14.4525,both
SN000325,61833.0392,LSST-g,DDF,166856.0,18.894,4096,1.0,34.18,2.26,80.69,14.4447,DDF,164338.0,18.752,4096,1.0,34.18,2.26,80.69,14.4541,both
SN000325,61833.0468,LSST-i,DDF,97162.2,10.675,4096,1.0,34.86,2.32,197.9,15.0207,DDF,96227.2,10.625,4096,1.0,34.86,2.32,197.9,15.0365,both
SN000325,61833.0565,LSST-r,DDF,166360.0,13.325,4096,1.0,34.94,2.36,149.9,14.45,DDF,166926.0,13.348,4096,1.0,34.94,2.36,149.9,14.4452,both
SN000326,61577.9908,LSST-r,DDF,220424.0,15.75,4096,1.0,34.89,3.54,146.6,14.1409,DDF,214202.0,15.53,4096,1.0,34.89,3.54,146.6,14.1696,both
SN000326,61577.9961,LSST-g,DDF,255348.0,18.088,4096,1.0,34.75,4.13,129.8,13.9815,DDF,246852.0,17.79,4096,1.0,34.75,4.13,129.8,14.0204,both
SN000326,61578.0023,LSST-i,DDF,129793.0,9.5822,4096,1.0,35.48,3.88,327.9,14.7038,DDF,131029.0,9.6235,4096,1.0,35.48,3.88,327.9,14.7045,both
SN000326,61578.9978,LSST-r,DDF,226386.0,12.116,6144,1.0,35.49,3.66,196.8,14.1156,DDF,219554.0,11.935,6144,1.0,35.49,3.66,196.8,14.1477,both
SN000326,61579.0059,LSST-g,DDF,257895.0,26.774,4096,1.0,33.9,4.22,62.12,13.9697,DDF,248509.0,26.287,4096,1.0,33.9,4.22,62.12,14.008,both
SN000326,61579.0098,LSST-i,DDF,127606.0,12.62,4096,1.0,34.86,4.23,220.1,14.7311,DDF,126510.0,12.571,4096,1.0,34.86,4.23,220.1,14.7405,both
SN000326,61580.9834,LSST-i,DDF,121736.0,12.26,4096,1.0,34.82,2.98,206.4,14.7888,DDF,121034.0,12.226,4096,1.0,34.82,2.98,206.4,14.7955,both
SN000326,61580.9921,LSST-r,DDF,228320.0,15.789,4096,1.0,34.92,3.22,152.7,14.1016,DDF,222239.0,15.581,4096,1.0,34.92,3.22,152.7,14.1257,both
SN000326,61580.9957,LSST-g,DDF,255460.0,19.703,4096,1.0,34.55,2.77,84.15,13.9746,DDF,249133.0,19.459,4096,1.0,34.55,2.77,84.15,14.0037,both
SN000326,61582.9745,LSST-g,DDF,245773.0,24.72,4096,1.0,34.02,3.79,67.5,14.017,DDF,245090.0,24.686,4096,1.0,34.02,3.79,67.5,14.0283,both
SN000326,61582.9822,LSST-i,DDF,116283.0,12.195,4096,1.0,34.81,3.62,208.8,14.8427,DDF,117722.0,12.265,4096,1.0,34.81,3.62,208.8,14.8235,both
SN000326,61582.9918,LSST-r,DDF,222570.0,16.139,4096,1.0,34.85,3.62,150.4,14.1288,DDF,224660.0,16.213,4096,1.0,34.85,3.62,150.4,14.1281,both
SN000326,61584.9761,LSST-g,DDF,232528.0,24.438,4096,1.0,33.99,4.58,67.54,14.09,DDF,233289.0,24.477,4096,1.0,33.99,4.58,67.54,14.0811,both
SN000326,61584.9837,LSST-i,DDF,106163.0,11.839,4096,1.0,34.79,3.69,212.2,14.9386,DDF,111512.0,12.11,4096,1.0,34.79,3.69,212.2,14.8807,both
SN000326,61584.9934,LSST-r,DDF,211341.0,15.888,4096,1.0,34.83,3.64,151.9,14.1911,DDF,218209.0,16.138,4096,1.0,34.83,3.64,151.9,14.1571,both
SN000328,61758.1301,LSST-g,DDF,183390.0,20.131,4096,1.0,34.14,1.42,52.55,14.3463,DDF,185993.0,20.273,4096,1.0,34.14,1.42,52.55,14.3336,both
SN000328,61758.1378,LSST-i,DDF,111423.0,11.088,4096,1.0,34.9,1.3,174.5,14.8729,DDF,108470.0,10.941,4096,1.0,34.9,1.3,174.5,14.9222,both
SN000328,61758.1475,LSST-r,DDF,161887.0,12.915,4096,1.0,34.97,1.38,121.6,14.474,DDF,167667.0,13.143,4096,1.0,34.97,1.38,121.6,14.4437,both
SN000328,61766.0631,LSST-g,DDF,165598.0,18.964,6144,1.0,34.16,2.01,52.77,14.4543,DDF,167796.0,19.089,6144,1.0,34.16,2.01,52.77,14.4337,both
SN000328,61766.0707,LSST-i,DDF,86937.6,9.7899,4096,1.0,34.91,1.82,168.2,15.1451,DDF,85116.1,9.6883,4096,1.0,34.91,1.82,168.2,15.1786,both
SN000328,61766.0804,LSST-r,DDF,159858.0,12.725,4096,1.0,34.99,1.79,118.8,14.4931,DDF,167359.0,13.019,4096,1.0,34.99,1.79,118.8,14.4385,both
SN000330,61264.3675,LSST-r,DDF,149114.0,38.868,4096,1.0,32.49,1.96,34.35,14.5733,DDF,136794.0,37.234,4096,1.0,32.49,1.96,34.35,14.6491,both
SN000330,61264.3922,LSST-i,DDF,78356.1,29.392,6144,1.0,32.41,1.83,50.37,15.2569,DDF,82360.4,30.123,6144,1.0,32.41,1.83,50.37,15.2056,both
SN000331,61070.1003,LSST-g,DDF,169801.0,21.595,4096,1.0,33.97,3.02,191.0,14.4224,DDF,151950.0,20.5,4096,1.0,33.97,3.02,191.0,14.5447,both
SN000331,61070.1079,LSST-i,DDF,111013.0,12.174,4096,1.0,34.8,3.01,299.2,14.8856,DDF,118154.0,12.521,4096,1.0,34.8,3.01,299.2,14.8243,both
SN000331,61070.1176,LSST-r,DDF,151812.0,12.989,4096,1.0,34.94,2.61,294.3,14.5405,DDF,160715.0,13.346,4096,1.0,34.94,2.61,294.3,14.4872,both
SN000331,61077.0774,LSST-g,DDF,200518.0,25.02,4096,1.0,33.78,4.62,60.19,14.2398,DDF,188324.0,24.259,4096,1.0,33.78,4.62,60.19,14.3145,both
SN000331,61077.085,LSST-i,DDF,106734.0,12.081,4096,1.0,34.77,3.45,247.9,14.9312,DDF,108712.0,12.182,4096,1.0,34.77,3.45,247.9,14.9104,both
SN000331,61077.0947,LSST-r,DDF,191422.0,14.811,4096,1.0,34.89,3.33,209.9,14.2922,DDF,190845.0,14.789,4096,1.0,34.89,3.33,209.9,14.303,both
SN000331,61078.0961,LSST-g,DDF,195998.0,22.763,4096,1.0,33.95,2.71,64.08,14.2672,DDF,184028.0,22.06,4096,1.0,33.95,2.71,64.08,14.341,both
SN000331,61078.1037,LSST-i,DDF,104065.0,11.348,4096,1.0,34.82,2.66,219.1,14.9622,DDF,105158.0,11.405,4096,1.0,34.82,2.66,219.1,14.9435,both
SN000331,61078.1134,LSST-r,DDF,187411.0,14.186,4096,1.0,34.94,2.69,177.2,14.311,DDF,186727.0,14.161,4096,1.0,34.94,2.69,177.2,14.318,both
SN000331,61079.1184,LSST-g,DDF,188006.0,21.076,4096,1.0,34.07,2.17,66.1,14.3045,DDF,176988.0,20.451,4096,1.0,34.07,2.17,66.1,14.3786,both
SN000331,61079.1288,LSST-i,DDF,99873.2,10.497,4096,1.0,34.92,2.06,208.1,15.006,DDF,101566.0,10.583,4096,1.0,34.92,2.06,208.1,14.9875,both
SN000331,61079.1357,LSST-r,DDF,183306.0,13.707,4096,1.0,34.98,1.9,158.0,14.3399,DDF,183030.0,13.697,4096,1.0,34.98,1.9,158.0,14.3406,both
SN000331,61080.1415,LSST-g,DDF,182749.0,19.578,4096,1.0,34.2,2.69,60.77,14.3495,DDF,170010.0,18.886,4096,1.0,34.2,2.69,60.77,14.4251,both
SN000331,61080.1452,LSST-i,DDF,94523.2,10.444,4096,1.0,34.88,2.49,189.8,15.0644,DDF,95791.0,10.511,4096,1.0,34.88,2.49,189.8,15.044,both
SN000331,61080.1573,LSST-r,DDF,177228.0,13.06,4096,1.0,35.05,2.29,147.9,14.3777,DDF,180204.0,13.168,4096,1.0,35.05,2.29,147.9,14.3703,both
SN000331,61081.1604,LSST-g,DDF,172984.0,19.745,4096,1.0,34.12,2.06,55.21,14.4024,DDF,161327.0,19.07,4096,1.0,34.12,2.06,55.21,14.4803,both
SN000331,61081.168,LSST-i,DDF,89143.4,10.027,4096,1.0,34.89,1.94,181.1,15.1304,DDF,89833.0,10.065,4096,1.0,34.89,1.94,181.1,15.1054,both
SN000331,61081.1764,LSST-r,DDF,169653.0,12.766,4096,1.0,35.05,2.1,137.8,14.4266,DDF,170930.0,12.814,4096,1.0,35.05,2.1,137.8,14.4099,both
SN000331,61082.192,LSST-g,DDF,164095.0,18.794,4096,1.0,34.17,1.99,57.33,14.4649,DDF,153296.0,18.166,4096,1.0,34.17,1.99,57.33,14.5458,both
SN000331,61082.1996,LSST-i,DDF,83086.8,9.5617,4096,1.0,34.91,1.57,178.0,15.2007,DDF,85582.8,9.7024,4096,1.0,34.91,1.57,178.0,15.1682,both
SN000331,61082.2093,LSST-r,DDF,159815.0,12.606,4096,1.0,35.01,1.61,131.1,14.4849,DDF,164661.0,12.795,4096,1.0,35.01,1.61,131.1,14.4582,both
SN000332,60863.2422,LSST-g,DDF,262681.0,24.351,4096,1.0,34.14,2.78,165.4,13.9504,DDF,261913.0,24.316,4096,1.0,34.14,2.78,165.4,13.954,both
SN000332,60863.2498,LSST-i,DDF,123510.0,12.172,4096,1.0,34.85,2.53,244.7,14.7775,DDF,137325.0,12.807,4096,1.0,34.85,2.53,244.7,14.6457,both
SN000332,60863.2595,LSST-r,DDF,231443.0,15.409,4096,1.0,34.99,2.34,234.0,14.0872,DDF,221629.0,15.084,4096,1.0,34.99,2.34,234.0,14.1419,both
SN000334,61338.2266,LSST-i,DDF,104169.0,47.543,4096,1.0,31.71,2.27,61.19,14.9521,DDF,94031.3,45.282,4096,1.0,31.71,2.27,61.19,15.0721,both
SN000334,61342.1446,LSST-g,DDF,200690.0,27.73,4096,1.0,33.55,2.07,87.45,14.2475,DDF,192720.0,27.178,4096,1.0,33.55,2.07,87.45,14.2894,both
SN000334,61342.1533,LSST-i,DDF,116256.0,15.965,4096,1.0,34.17,1.92,155.8,14.8286,DDF,104635.0,15.163,4096,1.0,34.17,1.92,155.8,14.9462,both
SN000334,61342.163,LSST-r,DDF,183528.0,18.632,4096,1.0,34.32,1.95,151.2,14.3427,DDF,180222.0,18.465,4096,1.0,34.32,1.95,151.2,14.3615,both
SN000336,61283.3636,LSST-r,DDF,187250.0,58.302,6144,1.0,31.86,1.43,52.46,14.3213,DDF,180760.0,57.29,6144,1.0,31.86,1.43,52.46,14.3469,both
SN000336,61283.392,LSST-i,DDF,97402.0,45.21,4096,1.0,31.71,1.41,50.72,15.0304,DDF,98831.7,45.536,4096,1.0,31.71,1.41,50.72,15.0153,both
SN000340,61430.1345,LSST-g,DDF,185282.0,18.754,4096,1.0,34.33,2.74,159.8,14.3279,DDF,193563.0,19.159,4096,1.0,34.33,2.74,159.8,14.2893,both
SN000340,61430.1422,LSST-i,DDF,107832.0,10.976,4096,1.0,34.92,2.41,227.9,14.9162,DDF,108148.0,10.991,4096,1.0,34.92,2.41,227.9,14.905,both
SN000340,61430.1519,LSST-r,DDF,170217.0,12.873,4096,1.0,35.05,2.28,230.5,14.4267,DDF,161034.0,12.528,4096,1.0,35.05,2.28,230.5,14.4729,both
SN000340,61437.0534,LSST-g,DDF,137001.0,24.829,4096,1.0,33.37,2.47,33.11,14.6518,DDF,139762.0,25.077,4096,1.0,33.37,2.47,33.11,14.6389,both
SN000340,61437.06,LSST-i,DDF,73812.8,12.845,4096,1.0,34.15,2.14,113.0,15.3208,DDF,70673.8,12.575,4096,1.0,34.15,2.14,113.0,15.3744,both
SN000340,61437.0697,LSST-r,DDF,136426.0,16.787,4096,1.0,34.22,2.51,76.92,14.6568,DDF,124697.0,16.054,4096,1.0,34.22,2.51,76.92,14.7644,both
SN000341,60917.3957,LSST-i,DDF,96004.2,32.464,4096,1.0,32.41,1.61,53.17,15.0396,DDF,95971.3,32.458,4096,1.0,32.41,1.61,53.17,15.0503,both
SN000341,60918.3126,LSST-r,DDF,139102.0,53.392,6144,1.0,31.73,2.58,26.16,14.647,DDF,144843.0,54.474,6144,1.0,31.73,2.58,26.16,14.6053,both
SN000341,60918.3364,LSST-i,DDF,96168.7,45.969,4096,1.0,31.66,1.87,37.15,15.0369,DDF,96292.5,45.998,4096,1.0,31.66,1.87,37.15,15.0386,both
SN000341,60923.3522,LSST-r,DDF,137027.0,50.139,4096,1.0,31.85,1.4,50.03,14.6592,DDF,137062.0,50.145,4096,1.0,31.85,1.4,50.03,14.6605,both
SN000341,60923.3734,LSST-i,DDF,82832.1,42.203,4096,1.0,31.69,1.63,48.21,15.2044,DDF,82347.4,42.082,4096,1.0,31.69,1.63,48.21,15.2169,both
SN000344,61342.1425,LSST-g,DDF,136931.0,23.002,4096,1.0,33.55,2.55,84.78,14.6608,DDF,127485.0,22.208,4096,1.0,33.55,2.55,84.78,14.7383,both
SN000344,61342.1491,LSST-i,DDF,99604.8,14.78,4096,1.0,34.17,1.83,152.7,15.0033,DDF,96790.4,14.574,4096,1.0,34.17,1.83,152.7,15.0308,both
SN000344,61342.1589,LSST-r,DDF,140344.0,16.351,4096,1.0,34.32,2.26,146.4,14.6377,DDF,131959.0,15.864,4096,1.0,34.32,2.26,146.4,14.6938,both
SN000346,61208.993,LSST-g,DDF,159937.0,13.543,6144,1.0,34.86,3.0,99.57,14.5055,DDF,149740.0,13.107,6144,1.0,34.86,3.0,99.57,14.5619,both
SN000346,61209.0017,LSST-i,DDF,105968.0,8.126,4096,1.0,35.57,2.98,292.7,14.9335,DDF,94242.4,7.6874,4096,1.0,35.57,2.98,292.7,15.0683,both
SN000346,61209.0114,LSST-r,DDF,143919.0,9.1006,4096,1.0,35.62,2.92,210.5,14.6067,DDF,148656.0,9.2464,4096,1.0,35.62,2.92,210.5,14.5637,both
SN000346,61209.9847,LSST-g,DDF,172715.0,19.69,4096,1.0,34.13,2.37,89.72,14.405,DDF,170957.0,19.591,4096,1.0,34.13,2.37,89.72,14.4298,both
SN000346,61209.9923,LSST-i,DDF,112498.0,11.527,4096,1.0,34.85,2.12,222.9,14.8798,DDF,100748.0,10.926,4096,1.0,34.85,2.12,222.9,14.9926,both
SN000346,61210.002,LSST-r,DDF,156276.0,13.073,4096,1.0,34.92,2.39,179.1,14.5159,DDF,163838.0,13.38,4096,1.0,34.92,2.39,179.1,14.4565,both
SN000346,61210.9831,LSST-g,DDF,183635.0,20.199,4096,1.0,34.15,2.86,112.7,14.34,DDF,184898.0,20.267,4096,1.0,34.15,2.86,112.7,14.3356,both
SN000346,61210.9907,LSST-i,DDF,113982.0,11.706,4096,1.0,34.85,2.5,244.1,14.8534,DDF,104565.0,11.235,4096,1.0,34.85,2.5,244.1,14.9467,both
SN000346,61211.0005,LSST-r,DDF,167285.0,13.53,4096,1.0,34.93,2.64,215.6,14.4418,DDF,178077.0,13.949,4096,1.0,34.93,2.64,215.6,14.3686,both
SN000346,61211.9828,LSST-g,DDF,189299.0,20.46,4096,1.0,34.16,2.91,128.7,14.3001,DDF,194317.0,20.724,4096,1.0,34.16,2.91,128.7,14.2702,both
SN000346,61211.9904,LSST-i,DDF,115079.0,11.966,4096,1.0,34.84,2.98,256.3,14.847,DDF,107286.0,11.583,4096,1.0,34.84,2.98,256.3,14.9238,both
SN000346,61212.0001,LSST-r,DDF,176803.0,14.085,4096,1.0,34.92,3.23,230.4,14.3861,DDF,188060.0,14.509,4096,1.0,34.92,3.23,230.4,14.3027,both
SN000348,61866.0039,LSST-r,DDF,138050.0,11.759,6144,1.0,35.06,2.55,323.4,14.6549,DDF,133692.0,11.583,6144,1.0,35.06,2.55,323.4,14.6813,both
SN000350,61369.046,LSST-g,DDF,166464.0,16.996,6144,1.0,34.42,1.99,183.2,14.4453,DDF,178904.0,17.609,6144,1.0,34.42,1.99,183.2,14.3724,both
SN000350,61369.0622,LSST-i,DDF,110141.0,10.291,4096,1.0,35.07,1.81,270.4,14.8938,DDF,107416.0,10.166,4096,1.0,35.07,1.81,270.4,14.9246,both
SN000350,61369.0633,LSST-r,DDF,150756.0,11.707,4096,1.0,35.13,2.03,285.1,14.5568,DDF,158572.0,12.0,4096,1.0,35.13,2.03,285.1,14.4998,both
SN000350,61377.0554,LSST-g,DDF,191681.0,45.443,4096,1.0,32.42,1.56,21.76,14.2904,DDF,194704.0,45.8,4096,1.0,32.42,1.56,21.76,14.2818,both
SN000350,61377.0802,LSST-r,DDF,185195.0,43.295,4096,1.0,32.49,1.85,35.17,14.3259,DDF,185436.0,43.324,4096,1.0,32.49,1.85,35.17,14.3224,both
SN000353,61284.2223,LSST-g,DDF,257809.0,24.09,6144,1.0,34.14,2.42,175.6,13.9689,DDF,238836.0,23.204,6144,1.0,34.14,2.42,175.6,14.0583,both
SN000353,61284.2299,LSST-i,DDF,125121.0,12.047,4096,1.0,34.87,1.85,273.4,14.7621,DDF,107655.0,11.2,4096,1.0,34.87,1.85,273.4,14.9171,both
SN000353,61284.2396,LSST-r,DDF,229300.0,15.164,4096,1.0,35.01,1.78,265.7,14.0998,DDF,204010.0,14.314,4096,1.0,35.01,1.78,265.7,14.2193,both
SN000353,61287.3241,LSST-i,DDF,115401.0,49.882,4096,1.0,31.68,1.83,41.18,14.8489,DDF,103122.0,47.19,4096,1.0,31.68,1.83,41.18,14.9656,both
SN000353,61289.3162,LSST-g,DDF,229375.0,22.519,4096,1.0,34.14,2.19,47.18,14.103,DDF,216110.0,21.859,4096,1.0,34.14,2.19,47.18,14.1716,both
SN000353,61289.3239,LSST-i,DDF,104228.0,10.634,4096,1.0,34.92,1.54,160.5,14.9492,DDF,99837.8,10.41,4096,1.0,34.92,1.54,160.5,14.9945,both
SN000353,61289.3335,LSST-r,DDF,208460.0,14.384,4096,1.0,35.01,1.49,113.8,14.2013,DDF,191477.0,13.787,4096,1.0,35.01,1.49,113.8,14.2927,both
SN000354,61526.0038,LSST-g,DDF,48429.5,10.297,4096,1.0,34.16,2.39,55.47,15.79,DDF,51122.3,10.576,4096,1.0,34.16,2.39,55.47,15.7204,both
SN000354,61526.0084,LSST-i,DDF,57266.9,7.6496,4096,1.0,35.01,2.08,182.3,15.5983,DDF,59989.5,7.8239,4096,1.0,35.01,2.08,182.3,15.5467,both
SN000354,61526.0163,LSST-r,DDF,63231.4,7.6445,4096,1.0,35.1,2.06,131.8,15.4974,DDF,61940.1,7.5671,4096,1.0,35.1,2.06,131.8,15.5232,both
SN000354,61527.0041,LSST-g,DDF,55295.6,10.998,4096,1.0,34.16,2.44,55.63,15.6363,DDF,57822.3,11.244,4096,1.0,34.16,2.44,55.63,15.5988,both
SN000354,61527.0117,LSST-i,DDF,63893.6,8.4998,4096,1.0,34.9,2.19,173.8,15.4921,DDF,64368.9,8.5304,4096,1.0,34.9,2.19,173.8,15.4778,both
SN000354,61527.0215,LSST-r,DDF,71140.8,8.5267,4096,1.0,34.99,2.14,124.2,15.3699,DDF,68187.3,8.35,4096,1.0,34.99,2.14,124.2,15.4077,both
SN000354,61529.0023,LSST-g,DDF,67188.7,8.529,4096,1.0,34.92,2.13,79.55,15.4347,DDF,65854.5,8.4444,4096,1.0,34.92,2.13,79.55,15.4519,both
SN000354,61529.0088,LSST-i,DDF,70387.7,6.1624,4096,1.0,35.69,1.76,252.0,15.3777,DDF,67480.9,6.0362,4096,1.0,35.69,1.76,252.0,15.4261,both
SN000354,61529.0196,LSST-r,DDF,84347.0,6.5649,4096,1.0,35.74,2.08,176.6,15.1804,DDF,80637.0,6.4204,4096,1.0,35.74,2.08,176.6,15.2368,both
SN000354,61529.9939,LSST-g,DDF,71260.4,12.395,4096,1.0,34.17,1.79,56.32,15.3802,DDF,68583.3,12.161,4096,1.0,34.17,1.79,56.32,15.4184,both
SN000354,61530.0052,LSST-i,DDF,71787.3,8.7104,4096,1.0,34.96,1.79,179.1,15.3583,DDF,67204.5,8.4331,4096,1.0,34.96,1.79,179.1,15.431,both
SN000354,61530.0112,LSST-r,DDF,89973.7,9.5698,4096,1.0,34.99,1.97,124.9,15.1172,DDF,85137.2,9.3113,4096,1.0,34.99,1.97,124.9,15.1798,both
SN000354,61535.0045,LSST-g,DDF,71296.8,7.1548,4096,1.0,35.37,2.62,105.3,15.3593,DDF,67918.1,6.9848,4096,1.0,35.37,2.62,105.3,15.4204,both
SN000354,61535.0115,LSST-i,DDF,63554.0,4.8757,4096,1.0,36.11,2.4,311.5,15.484,DDF,58612.8,4.6899,4096,1.0,36.11,2.4,311.5,15.5799,both
SN000354,61535.0316,LSST-r,DDF,94349.3,6.8294,4096,1.0,35.78,2.48,187.0,15.0663,DDF,89146.2,6.6411,4096,1.0,35.78,2.48,187.0,15.1167,both
SN000354,61537.0086,LSST-g,DDF,66376.6,8.0529,4096,1.0,35.04,1.94,141.0,15.449,DDF,63923.1,7.9047,4096,1.0,35.04,1.94,141.0,15.4859,both
SN000354,61537.0163,LSST-i,DDF,57506.3,5.6578,4096,1.0,35.67,1.77,293.2,15.6002,DDF,54756.6,5.5251,4096,1.0,35.67,1.77,293.2,15.6659,both
SN000354,61537.026,LSST-r,DDF,87118.6,6.5298,4096,1.0,35.79,1.74,250.1,15.1417,DDF,85441.3,6.4675,4096,1.0,35.79,1.74,250.1,15.1704,both
SN000354,61537.9788,LSST-g,DDF,62693.1,10.884,4096,1.0,34.34,2.03,137.7,15.5053,DDF,61590.9,10.79,4096,1.0,34.34,2.03,137.7,15.5276,both
SN000354,61537.9865,LSST-i,DDF,53738.0,7.7704,4096,1.0,34.94,2.1,240.8,15.6734,DDF,52040.5,7.6541,4096,1.0,34.94,2.1,240.8,15.7203,both
SN000354,61537.9962,LSST-r,DDF,83966.4,9.0106,4096,1.0,35.07,2.1,225.0,15.1929,DDF,81769.3,8.8955,4096,1.0,35.07,2.1,225.0,15.2096,both
SN000355,61726.1127,LSST-g,DDF,231347.0,20.869,4096,1.0,34.32,2.55,97.97,14.0872,DDF,218230.0,20.273,4096,1.0,34.32,2.55,97.97,14.1565,both
SN000355,61726.1203,LSST-i,DDF,130595.0,11.95,4096,1.0,34.93,2.36,209.6,14.7136,DDF,132016.0,12.013,4096,1.0,34.93,2.36,209.6,14.6919,both
SN000355,61726.13,LSST-r,DDF,195421.0,13.574,4096,1.0,35.08,2.61,192.1,14.2743,DDF,187913.0,13.315,4096,1.0,35.08,2.61,192.1,14.3148,both
SN000355,61734.1189,LSST-g,DDF,235186.0,22.487,6144,1.0,34.17,1.85,52.08,14.0737,DDF,237267.0,22.586,6144,1.0,34.17,1.85,52.08,14.0665,both
SN000355,61734.1266,LSST-i,DDF,111581.0,11.003,4096,1.0,34.92,1.53,166.5,14.8814,DDF,116421.0,11.237,4096,1.0,34.92,1.53,166.5,14.8257,both
SN000355,61734.1363,LSST-r,DDF,214721.0,14.669,4096,1.0,35.0,1.62,117.3,14.1664,DDF,210928.0,14.539,4096,1.0,35.0,1.62,117.3,14.1886,both
SN000355,61737.097,LSST-r,DDF,192435.0,62.04,4096,1.0,31.75,1.67,25.99,14.2897,DDF,195660.0,62.557,4096,1.0,31.75,1.67,25.99,14.273,both
SN000355,61737.1219,LSST-i,DDF,95530.9,45.759,4096,1.0,31.66,1.69,36.98,15.0491,DDF,109008.0,48.847,4096,1.0,31.66,1.69,36.98,14.9046,both
SN000356,61299.3297,LSST-r,DDF,149723.0,55.133,4096,1.0,31.74,2.66,26.12,14.565,DDF,146984.0,54.63,4096,1.0,31.74,2.66,26.12,14.5837,both
SN000356,61300.3383,LSST-i,DDF,112265.0,49.522,4096,1.0,31.66,1.52,37.21,14.8747,DDF,105318.0,47.978,4096,1.0,31.66,1.52,37.21,14.942,both
SN000356,61301.2951,LSST-i,DDF,113241.0,49.768,4096,1.0,31.66,1.65,37.11,14.8675,DDF,104830.0,47.901,4096,1.0,31.66,1.65,37.11,14.9475,both
SN000356,61303.2656,LSST-i,DDF,109522.0,48.782,4096,1.0,31.67,1.69,40.67,14.8992,DDF,101605.0,47.007,4096,1.0,31.67,1.69,40.67,14.988,both
SN000357,61264.3237,LSST-g,DDF,187000.0,30.219,4096,1.0,33.28,2.16,32.86,14.3257,DDF,192217.0,30.637,4096,1.0,33.28,2.16,32.86,14.294,both
SN000357,61264.3303,LSST-i,DDF,117390.0,16.359,4096,1.0,34.12,1.99,119.8,14.8318,DDF,127061.0,17.011,4096,1.0,34.12,1.99,119.8,14.7506,both
SN000357,61264.34,LSST-r,DDF,160004.0,18.411,4096,1.0,34.19,2.13,78.89,14.486,DDF,155871.0,18.173,4096,1.0,34.19,2.13,78.89,14.516,both
SN000357,61270.2201,LSST-g,DDF,250150.0,40.895,6144,1.0,32.94,2.82,31.29,14.0123,DDF,244512.0,40.432,6144,1.0,32.94,2.82,31.29,14.0202,both
SN000357,61270.2246,LSST-i,DDF,126352.0,18.264,4096,1.0,33.98,2.62,134.9,14.7445,DDF,131297.0,18.607,4096,1.0,33.98,2.62,134.9,14.7058,both
SN000357,61270.2353,LSST-r,DDF,223520.0,23.34,4096,1.0,34.04,2.63,84.22,14.1265,DDF,226360.0,23.487,4096,1.0,34.04,2.63,84.22,14.1135,both
SN000360,61038.1967,LSST-g,DDF,262738.0,26.256,4096,1.0,33.96,2.87,81.47,13.9526,DDF,274947.0,26.856,4096,1.0,33.96,2.87,81.47,13.9056,both
SN000360,61038.2043,LSST-i,DDF,140476.0,13.178,4096,1.0,34.8,2.39,214.1,14.6301,DDF,145401.0,13.4,4096,1.0,34.8,2.39,214.1,14.5995,both
SN000360,61038.214,LSST-r,DDF,214851.0,15.41,4096,1.0,34.9,2.39,148.0,14.1606,DDF,243084.0,16.384,4096,1.0,34.9,2.39,148.0,14.0424,both
SN000360,61040.1787,LSST-g,DDF,274672.0,27.32,4096,1.0,33.93,2.23,152.9,13.9058,DDF,299409.0,28.507,4096,1.0,33.93,2.23,152.9,13.8142,both
SN000360,61040.1863,LSST-i,DDF,137684.0,13.161,4096,1.0,34.78,1.92,257.3,14.6486,DDF,140972.0,13.313,4096,1.0,34.78,1.92,257.3,14.6187,both
