FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S,_merge
SN000001,61794.0825,LSST-r,DDF,132717.0,52.011,4096,1.0,31.73,1.6,24.38,14.6835,DDF,139632.0,53.345,4096,1.0,31.73,1.6,24.38,14.6373,both
SN000001,61795.0967,LSST-g,DDF,168514.0,27.385,6144,1.0,33.38,1.59,33.26,14.4213,DDF,178434.0,28.179,6144,1.0,33.38,1.59,33.26,14.3738,both
SN000001,61795.1033,LSST-i,DDF,109874.0,15.482,4096,1.0,34.16,1.38,115.6,14.8982,DDF,108747.0,15.402,4096,1.0,34.16,1.38,115.6,14.9015,both
SN000001,61795.113,LSST-r,DDF,150376.0,17.502,4096,1.0,34.23,1.49,78.62,14.561,DDF,153448.0,17.68,4096,1.0,34.23,1.49,78.62,14.5309,both
SN000001,61800.1048,LSST-r,DDF,199165.0,64.314,4096,1.0,31.71,2.02,24.65,14.2556,DDF,195162.0,63.667,4096,1.0,31.71,2.02,24.65,14.2793,both
SN000001,61800.1287,LSST-g,DDF,219158.0,71.555,4096,1.0,31.58,2.03,14.85,14.1452,DDF,217200.0,71.235,4096,1.0,31.58,2.03,14.85,14.1549,both
SN000001,61802.0967,LSST-g,DDF,218760.0,31.493,4096,1.0,33.36,1.89,33.42,14.1539,DDF,214878.0,31.212,4096,1.0,33.36,1.89,33.42,14.1803,both
SN000001,61802.1033,LSST-i,DDF,111339.0,15.759,4096,1.0,34.14,1.73,116.6,14.8767,DDF,112688.0,15.853,4096,1.0,34.14,1.73,116.6,14.864,both
SN000001,61802.113,LSST-r,DDF,199301.0,20.444,4096,1.0,34.2,2.13,79.01,14.246,DDF,196907.0,20.321,4096,1.0,34.2,2.13,79.01,14.2752,both
SN000002,61813.1014,LSST-g,DDF,221077.0,28.745,4096,1.0,33.58,1.63,137.7,14.1463,DDF,200809.0,27.41,4096,1.0,33.58,1.63,137.7,14.2436,both
SN000002,61813.1101,LSST-i,DDF,125483.0,16.619,4096,1.0,34.17,1.9,178.4,14.7557,DDF,117011.0,16.062,4096,1.0,34.17,1.9,178.4,14.827,both
SN000002,61813.1198,LSST-r,DDF,197290.0,19.666,4096,1.0,34.29,2.08,191.1,14.2606,DDF,191184.0,19.365,4096,1.0,34.29,2.08,191.1,14.2982,both
SN000002,61814.0306,LSST-i,DDF,123272.0,51.402,6144,1.0,31.68,1.43,40.13,14.7686,DDF,114819.0,49.621,6144,1.0,31.68,1.43,40.13,14.843,both
SN000002,61817.0729,LSST-g,DDF,223884.0,32.008,4096,1.0,33.35,1.97,33.52,14.1254,DDF,200982.0,30.328,4096,1.0,33.35,1.97,33.52,14.2369,both
SN000002,61817.0816,LSST-i,DDF,113882.0,15.949,4096,1.0,34.14,1.85,117.9,14.8569,DDF,108781.0,15.592,4096,1.0,34.14,1.85,117.9,14.9082,both
SN000002,61817.0913,LSST-r,DDF,210891.0,21.022,4096,1.0,34.2,1.93,80.0,14.1892,DDF,205581.0,20.756,4096,1.0,34.2,1.93,80.0,14.2181,both
SN000002,61819.1058,LSST-i,DDF,107712.0,49.551,4096,1.0,31.62,1.88,38.22,14.9066,DDF,107625.0,49.531,4096,1.0,31.62,1.88,38.22,14.9167,both
SN000002,61822.187,LSST-g,DDF,194832.0,81.218,4096,1.0,31.18,2.92,14.28,14.2773,DDF,184909.0,79.13,4096,1.0,31.18,2.92,14.28,14.3329,both
SN000002,61823.0243,LSST-i,DDF,90011.1,44.228,4096,1.0,31.67,1.62,38.71,15.1093,DDF,97558.3,46.024,4096,1.0,31.67,1.62,38.71,15.0189,both
SN000003,61004.0621,LSST-i,DDF,123425.0,52.871,4096,1.0,31.63,2.22,38.2,14.7641,DDF,109294.0,49.804,4096,1.0,31.63,2.22,38.2,14.9095,both
SN000003,61009.1065,LSST-i,DDF,109807.0,34.524,4096,1.0,32.43,1.93,62.41,14.8997,DDF,107865.0,34.223,4096,1.0,32.43,1.93,62.41,14.9204,both
SN000004,61877.0408,LSST-g,DDF,222022.0,22.192,4096,1.0,34.14,3.56,54.16,14.1314,DDF,239564.0,23.049,4096,1.0,34.14,3.56,54.16,14.0463,both
SN000004,61877.0484,LSST-i,DDF,133486.0,12.322,4096,1.0,34.89,3.01,172.0,14.687,DDF,145480.0,12.85,4096,1.0,34.89,3.01,172.0,14.5907,both
SN000004,61877.0581,LSST-r,DDF,192598.0,14.06,4096,1.0,34.98,2.79,122.0,14.2961,DDF,202093.0,14.4,4096,1.0,34.98,2.79,122.0,14.2244,both
SN000004,61879.0405,LSST-g,DDF,246477.0,23.02,4096,1.0,34.17,1.74,54.96,14.0189,DDF,265913.0,23.91,4096,1.0,34.17,1.74,54.96,13.9416,both
SN000004,61879.0482,LSST-i,DDF,136821.0,12.242,4096,1.0,34.91,1.65,173.1,14.6633,DDF,140991.0,12.425,4096,1.0,34.91,1.65,173.1,14.6247,both
SN000004,61879.0579,LSST-r,DDF,212356.0,14.659,4096,1.0,34.99,1.72,123.0,14.1738,DDF,225084.0,15.091,4096,1.0,34.99,1.72,123.0,14.1182,both
SN000004,61883.0921,LSST-g,DDF,246402.0,23.695,4096,1.0,34.11,3.33,54.51,14.0141,DDF,261000.0,24.384,4096,1.0,34.11,3.33,54.51,13.9618,both
SN000004,61883.0997,LSST-i,DDF,122571.0,12.056,4096,1.0,34.87,3.78,177.5,14.784,DDF,118819.0,11.88,4096,1.0,34.87,3.78,177.5,14.8179,both
SN000004,61883.1094,LSST-r,DDF,231373.0,15.654,4096,1.0,34.95,3.59,124.9,14.0818,DDF,238635.0,15.895,4096,1.0,34.95,3.59,124.9,14.0551,both
SN000004,61884.0275,LSST-g,DDF,247223.0,23.165,4096,1.0,34.16,1.98,55.12,14.0213,DDF,258245.0,23.675,4096,1.0,34.16,1.98,55.12,13.977,both
SN000004,61884.0352,LSST-i,DDF,119309.0,11.506,4096,1.0,34.9,1.86,173.2,14.8092,DDF,115150.0,11.306,4096,1.0,34.9,1.86,173.2,14.8492,both
SN000004,61884.0449,LSST-r,DDF,232973.0,15.361,4096,1.0,34.99,2.07,123.2,14.0815,DDF,236400.0,15.473,4096,1.0,34.99,2.07,123.2,14.0611,both
SN000004,61885.0079,LSST-r,DDF,231001.0,67.968,4096,1.0,31.75,1.69,27.26,14.0858,DDF,236330.0,68.746,4096,1.0,31.75,1.69,27.26,14.0717,both
SN000004,61887.0146,LSST-g,DDF,236118.0,22.64,4096,1.0,34.16,2.03,54.87,14.0649,DDF,240304.0,22.839,4096,1.0,34.16,2.03,54.87,14.049,both
SN000004,61887.0222,LSST-i,DDF,111583.0,11.14,4096,1.0,34.9,1.98,172.1,14.8693,DDF,109305.0,11.027,4096,1.0,34.9,1.98,172.1,14.9068,both
SN000004,61887.032,LSST-r,DDF,226346.0,15.14,4096,1.0,34.99,2.03,122.6,14.1165,DDF,226908.0,15.159,4096,1.0,34.99,2.03,122.6,14.1143,both
SN000004,61889.9842,LSST-g,DDF,219757.0,21.454,4096,1.0,34.2,2.28,63.06,14.1428,DDF,217201.0,21.329,4096,1.0,34.2,2.28,63.06,14.1536,both
SN000004,61889.9918,LSST-i,DDF,99676.9,10.536,4096,1.0,34.9,1.91,176.2,15.0025,DDF,96739.7,10.382,4096,1.0,34.9,1.91,176.2,15.0236,both
SN000006,61743.1932,LSST-i,DDF,115708.0,11.195,4096,1.0,34.92,1.46,157.9,14.8431,DDF,106356.0,10.736,4096,1.0,34.92,1.46,157.9,14.9399,both
SN000006,61743.2123,LSST-r,DDF,159388.0,12.639,4096,1.0,35.0,1.53,109.6,14.4884,DDF,147892.0,12.176,4096,1.0,35.0,1.53,109.6,14.5809,both
SN000006,61752.2084,LSST-i,DDF,119942.0,50.647,4096,1.0,31.71,1.67,73.96,14.7995,DDF,114337.0,49.488,4096,1.0,31.71,1.67,73.96,14.847,both
SN000006,61754.0755,LSST-g,DDF,248623.0,20.738,4096,1.0,34.41,1.76,131.1,14.0183,DDF,233088.0,20.083,4096,1.0,34.41,1.76,131.1,14.0872,both
SN000006,61754.1208,LSST-i,DDF,113167.0,10.804,4096,1.0,34.98,1.37,243.2,14.8623,DDF,109045.0,10.608,4096,1.0,34.98,1.37,243.2,14.9022,both
SN000006,61754.143,LSST-r,DDF,221895.0,14.085,4096,1.0,35.13,1.5,262.2,14.1338,DDF,221109.0,14.06,4096,1.0,35.13,1.5,262.2,14.1446,both
SN000006,61756.1897,LSST-r,DDF,204197.0,61.689,4096,1.0,31.83,1.56,44.31,14.2166,DDF,204390.0,61.718,4096,1.0,31.83,1.56,44.31,14.2181,both
SN000006,61756.2138,LSST-i,DDF,102586.0,47.044,4096,1.0,31.68,1.52,47.77,14.9807,DDF,98800.3,46.18,4096,1.0,31.68,1.52,47.77,15.0112,both
SN000007,61699.1395,LSST-g,DDF,133530.0,16.708,4096,1.0,34.2,1.13,48.05,14.6909,DDF,138400.0,17.009,4096,1.0,34.2,1.13,48.05,14.6516,both
SN000007,61699.1471,LSST-i,DDF,95598.2,10.134,4096,1.0,34.93,1.43,157.9,15.0475,DDF,96657.3,10.189,4096,1.0,34.93,1.43,157.9,15.036,both
SN000007,61699.1569,LSST-r,DDF,125252.0,11.207,4096,1.0,35.0,1.52,108.8,14.7654,DDF,133822.0,11.583,4096,1.0,35.0,1.52,108.8,14.6841,both
SN000007,61705.1812,LSST-r,DDF,166366.0,57.943,6144,1.0,31.74,1.54,24.44,14.4433,DDF,163683.0,57.475,6144,1.0,31.74,1.54,24.44,14.4571,both
SN000007,61708.1152,LSST-g,DDF,159000.0,18.666,4096,1.0,34.15,2.08,47.03,14.4981,DDF,152468.0,18.279,4096,1.0,34.15,2.08,47.03,14.5423,both
SN000007,61708.1229,LSST-i,DDF,90119.2,9.9049,4096,1.0,34.92,1.75,156.8,15.1057,DDF,86425.8,9.7021,4096,1.0,34.92,1.75,156.8,15.1595,both
SN000007,61708.1326,LSST-r,DDF,157634.0,12.572,4096,1.0,35.0,1.69,108.1,14.51,DDF,159964.0,12.664,4096,1.0,35.0,1.69,108.1,14.4877,both
SN000008,61762.2976,LSST-r,DDF,234442.0,68.798,4096,1.0,31.74,1.67,29.27,14.0661,DDF,244025.0,70.187,4096,1.0,31.74,1.67,29.27,14.0307,both
SN000008,61762.3237,LSST-g,DDF,265088.0,74.127,6144,1.0,31.71,1.79,20.41,13.9363,DDF,260076.0,73.424,6144,1.0,31.71,1.79,20.41,13.9624,both
SN000011,61357.2133,LSST-g,DDF,139501.0,25.059,4096,1.0,33.37,2.75,31.86,14.6447,DDF,141345.0,25.223,4096,1.0,33.37,2.75,31.86,14.6231,both
SN000011,61357.222,LSST-i,DDF,97641.0,14.839,4096,1.0,34.15,3.01,109.9,15.0251,DDF,104543.0,15.339,4096,1.0,34.15,3.01,109.9,14.9525,both
SN000011,61357.2317,LSST-r,DDF,129271.0,16.408,4096,1.0,34.22,3.74,74.26,14.7274,DDF,130698.0,16.497,4096,1.0,34.22,3.74,74.26,14.7121,both
SN000011,61363.2216,LSST-i,DDF,111519.0,49.07,6144,1.0,31.68,1.95,39.95,14.8716,DDF,109429.0,48.614,6144,1.0,31.68,1.95,39.95,14.906,both
SN000011,61364.2458,LSST-i,DDF,108921.0,48.441,4096,1.0,31.68,1.69,41.88,14.9003,DDF,106584.0,47.925,4096,1.0,31.68,1.69,41.88,14.9336,both
SN000011,61364.2721,LSST-r,DDF,189264.0,61.022,4096,1.0,31.77,1.96,29.66,14.3106,DDF,179722.0,59.471,4096,1.0,31.77,1.96,29.66,14.3607,both
SN000011,61364.2837,LSST-g,DDF,198104.0,29.829,4096,1.0,33.37,1.72,32.49,14.2516,DDF,193430.0,29.475,4096,1.0,33.37,1.72,32.49,14.2814,both
SN000011,61365.0469,LSST-i,DDF,107111.0,15.72,4096,1.0,34.13,2.18,168.5,14.9248,DDF,105165.0,15.581,4096,1.0,34.13,2.18,168.5,14.9526,both
SN000011,61365.0566,LSST-r,DDF,186792.0,19.305,4096,1.0,34.27,2.3,162.9,14.312,DDF,178595.0,18.884,4096,1.0,34.27,2.3,162.9,14.3689,both
SN000012,61385.077,LSST-g,DDF,139281.0,17.314,6144,1.0,34.17,1.97,51.88,14.6423,DDF,138800.0,17.284,6144,1.0,34.17,1.97,51.88,14.6431,both
SN000012,61385.0846,LSST-i,DDF,101075.0,10.546,4096,1.0,34.91,1.86,166.0,14.9849,DDF,100763.0,10.53,4096,1.0,34.91,1.86,166.0,15.0004,both
SN000012,61385.0943,LSST-r,DDF,133637.0,11.58,4096,1.0,35.0,1.63,117.1,14.6806,DDF,140941.0,11.891,4096,1.0,35.0,1.63,117.1,14.6299,both
SN000012,61395.0616,LSST-g,DDF,147227.0,16.227,4096,1.0,34.4,1.99,222.9,14.5881,DDF,138347.0,15.745,4096,1.0,34.4,1.99,222.9,14.6463,both
SN000012,61395.075,LSST-i,DDF,85413.3,9.7817,4096,1.0,34.96,2.3,314.2,15.1747,DDF,85310.5,9.7762,4096,1.0,34.96,2.3,314.2,15.1717,both
SN000012,61395.0896,LSST-r,DDF,153954.0,12.015,4096,1.0,35.11,2.13,335.4,14.5337,DDF,146002.0,11.712,4096,1.0,35.11,2.13,335.4,14.5987,both
SN000016,60990.1218,LSST-r,DDF,255956.0,50.638,4096,1.0,32.5,1.76,34.39,13.9775,DDF,250043.0,50.05,4096,1.0,32.5,1.76,34.39,14.0025,both
SN000016,60990.1469,LSST-i,DDF,145572.0,39.97,6144,1.0,32.41,2.06,50.47,14.5966,DDF,145128.0,39.909,6144,1.0,32.41,2.06,50.47,14.5932,both
SN000016,60991.1309,LSST-r,DDF,260250.0,51.059,4096,1.0,32.5,1.75,34.44,13.956,DDF,253549.0,50.399,4096,1.0,32.5,1.75,34.44,13.9712,both
SN000016,60991.1548,LSST-i,DDF,140712.0,39.246,4096,1.0,32.41,1.74,50.73,14.629,DDF,140191.0,39.174,4096,1.0,32.41,1.74,50.73,14.6305,both
SN000016,60997.1428,LSST-r,DDF,251806.0,71.616,4096,1.0,31.73,1.89,24.65,14.0003,DDF,258222.0,72.521,4096,1.0,31.73,1.89,24.65,13.9664,both
SN000016,60997.1669,LSST-i,DDF,120726.0,52.044,4096,1.0,31.64,2.29,36.56,14.7939,DDF,114740.0,50.758,4096,1.0,31.64,2.29,36.56,14.8545,both
SN000019,61032.1991,LSST-g,DDF,178903.0,24.032,6144,1.0,33.74,4.52,50.14,14.3669,DDF,203152.0,25.592,6144,1.0,33.74,4.52,50.14,14.224,both
SN000019,61032.2067,LSST-i,DDF,113719.0,12.424,4096,1.0,34.75,3.78,198.3,14.8594,DDF,135578.0,13.486,4096,1.0,34.75,3.78,198.3,14.661,both
SN000019,61032.2206,LSST-r,DDF,158024.0,13.24,4096,1.0,34.9,2.75,132.9,14.5117,DDF,183497.0,14.255,4096,1.0,34.9,2.75,132.9,14.3447,both
SN000019,61034.3302,LSST-r,DDF,184266.0,61.021,4096,1.0,31.74,1.83,27.62,14.3344,DDF,207850.0,64.796,4096,1.0,31.74,1.83,27.62,14.2078,both
SN000019,61042.2797,LSST-i,DDF,104535.0,48.223,4096,1.0,31.68,2.1,63.36,14.9536,DDF,105193.0,48.367,4096,1.0,31.68,2.1,63.36,14.9445,both
SN000020,61050.1072,LSST-g,DDF,194376.0,29.551,4096,1.0,33.37,1.92,32.62,14.2702,DDF,184581.0,28.797,4096,1.0,33.37,1.92,32.62,14.3298,both
SN000020,61050.1138,LSST-i,DDF,117435.0,16.026,4096,1.0,34.16,1.73,112.9,14.8215,DDF,110105.0,15.522,4096,1.0,34.16,1.73,112.9,14.8995,both
SN000020,61050.1235,LSST-r,DDF,166598.0,18.425,4096,1.0,34.23,1.71,76.78,14.4548,DDF,158974.0,18.0,4096,1.0,34.23,1.71,76.78,14.4979,both
SN000020,61058.1008,LSST-g,DDF,232534.0,32.32,6144,1.0,33.37,2.02,32.83,14.0841,DDF,229425.0,32.104,6144,1.0,33.37,2.02,32.83,14.0933,both
SN000020,61058.1074,LSST-i,DDF,111765.0,15.703,4096,1.0,34.15,1.63,114.1,14.8711,DDF,120590.0,16.307,4096,1.0,34.15,1.63,114.1,14.7896,both
SN000020,61058.1172,LSST-r,DDF,209300.0,20.646,4096,1.0,34.23,1.7,77.62,14.1988,DDF,217616.0,21.052,4096,1.0,34.23,1.7,77.62,14.1568,both
SN000020,61062.0417,LSST-i,DDF,91297.3,44.299,4096,1.0,31.68,1.47,39.76,15.1033,DDF,92244.3,44.526,4096,1.0,31.68,1.47,39.76,15.0914,both
SN000022,61452.0419,LSST-g,DDF,167942.0,24.931,6144,1.0,33.59,2.31,82.73,14.4352,DDF,175705.0,25.495,6144,1.0,33.59,2.31,82.73,14.3961,both
SN000022,61452.0485,LSST-i,DDF,107220.0,15.381,4096,1.0,34.17,2.35,140.1,14.928,DDF,104195.0,15.168,4096,1.0,34.17,2.35,140.1,14.9531,both
SN000022,61452.0582,LSST-r,DDF,158052.0,17.471,4096,1.0,34.3,2.36,126.6,14.5075,DDF,167628.0,17.986,4096,1.0,34.3,2.36,126.6,14.4435,both
SN000022,61460.1271,LSST-g,DDF,133816.0,24.931,4096,1.0,33.37,2.49,115.8,14.6885,DDF,135116.0,25.047,4096,1.0,33.37,2.49,115.8,14.6751,both
SN000022,61460.1337,LSST-i,DDF,74457.3,13.703,4096,1.0,34.07,2.38,177.3,15.319,DDF,73868.7,13.652,4096,1.0,34.07,2.38,177.3,15.3156,both
SN000022,61460.1434,LSST-r,DDF,134625.0,17.516,4096,1.0,34.15,2.59,174.4,14.6689,DDF,135052.0,17.542,4096,1.0,34.15,2.59,174.4,14.6802,both
SN000023,61710.1807,LSST-g,DDF,89545.0,13.828,4096,1.0,34.18,2.0,53.37,15.1197,DDF,91170.1,13.952,4096,1.0,34.18,2.0,53.37,15.0963,both
SN000023,61710.1884,LSST-i,DDF,73939.5,8.9846,4096,1.0,34.92,1.66,167.8,15.3267,DDF,74131.7,8.9961,4096,1.0,34.92,1.66,167.8,15.3219,both
SN000023,61710.1981,LSST-r,DDF,116710.0,10.774,4096,1.0,35.01,1.56,119.5,14.8402,DDF,122258.0,11.026,4096,1.0,35.01,1.56,119.5,14.7792,both
SN000023,61711.1235,LSST-r,DDF,113971.0,48.002,4096,1.0,31.74,1.57,26.94,14.8461,DDF,121255.0,49.506,4096,1.0,31.74,1.57,26.94,14.7863,both
SN000023,61711.1474,LSST-i,DDF,72723.6,39.978,4096,1.0,31.66,1.61,37.73,15.352,DDF,72324.9,39.87,4096,1.0,31.66,1.61,37.73,15.3491,both
SN000023,61712.1033,LSST-i,DDF,71531.8,39.87,4096,1.0,31.65,1.63,39.32,15.3733,DDF,70635.2,39.624,4096,1.0,31.65,1.63,39.32,15.3737,both
SN000024,61333.2835,LSST-i,DDF,124711.0,11.341,4096,1.0,34.98,1.88,185.4,14.7603,DDF,126168.0,11.406,4096,1.0,34.98,1.88,185.4,14.7563,both
SN000024,61333.2837,LSST-g,DDF,257570.0,24.639,4096,1.0,34.07,1.73,48.21,13.9704,DDF,252620.0,24.401,4096,1.0,34.07,1.73,48.21,13.9917,both
SN000024,61333.3158,LSST-r,DDF,226104.0,15.77,4096,1.0,34.9,1.9,118.1,14.1163,DDF,211824.0,15.265,4096,1.0,34.9,1.9,118.1,14.1794,both
SN000024,61335.1932,LSST-i,DDF,117833.0,49.831,4096,1.0,31.71,1.63,55.35,14.8168,DDF,119079.0,50.089,4096,1.0,31.71,1.63,55.35,14.8203,both
SN000025,61460.1271,LSST-g,DDF,242552.0,33.309,4096,1.0,33.37,2.49,115.8,14.0279,DDF,256547.0,34.239,4096,1.0,33.37,2.49,115.8,13.9765,both
SN000025,61460.1337,LSST-i,DDF,132774.0,18.031,4096,1.0,34.07,2.38,177.3,14.6919,DDF,137307.0,18.324,4096,1.0,34.07,2.38,177.3,14.6494,both
SN000025,61460.1434,LSST-r,DDF,206604.0,21.547,4096,1.0,34.15,2.59,174.4,14.2171,DDF,208423.0,21.639,4096,1.0,34.15,2.59,174.4,14.2059,both
SN000025,61467.0332,LSST-g,DDF,244973.0,33.32,4096,1.0,33.36,1.58,34.68,14.024,DDF,245578.0,33.362,4096,1.0,33.36,1.58,34.68,14.0151,both
SN000025,61467.0398,LSST-i,DDF,115141.0,16.114,4096,1.0,34.13,1.85,119.7,14.8457,DDF,105955.0,15.465,4096,1.0,34.13,1.85,119.7,14.9324,both
SN000025,61467.0495,LSST-r,DDF,221852.0,21.555,4096,1.0,34.2,1.75,81.71,14.132,DDF,222574.0,21.59,4096,1.0,34.2,1.75,81.71,14.1293,both
SN000028,60958.2389,LSST-g,DDF,276240.0,70.778,4096,1.0,31.87,2.88,47.34,13.8991,DDF,300547.0,73.782,4096,1.0,31.87,2.88,47.34,13.8025,both
SN000028,60958.2631,LSST-r,DDF,235340.0,66.271,6144,1.0,31.83,1.72,48.29,14.0735,DDF,248635.0,68.105,6144,1.0,31.83,1.72,48.29,14.0084,both
SN000028,60964.2366,LSST-r,DDF,246214.0,71.175,4096,1.0,31.72,2.19,24.78,14.0195,DDF,253275.0,72.185,4096,1.0,31.72,2.19,24.78,13.9918,both
SN000033,60876.3062,LSST-g,DDF,193062.0,23.666,4096,1.0,33.85,3.38,52.39,14.2832,DDF,195464.0,23.812,4096,1.0,33.85,3.38,52.39,14.271,both
SN000033,60876.3138,LSST-i,DDF,95351.5,10.896,4096,1.0,34.8,2.4,197.6,15.0497,DDF,99825.1,11.14,4096,1.0,34.8,2.4,197.6,14.9994,both
SN000033,60876.3235,LSST-r,DDF,183905.0,14.313,4096,1.0,34.89,2.15,137.2,14.3365,DDF,190458.0,14.564,4096,1.0,34.89,2.15,137.2,14.2983,both
SN000037,61283.2758,LSST-r,DDF,139708.0,49.971,6144,1.0,31.88,1.34,58.4,14.6254,DDF,135717.0,49.259,6144,1.0,31.88,1.34,58.4,14.6681,both
SN000037,61283.2996,LSST-i,DDF,105673.0,46.978,4096,1.0,31.72,1.56,55.33,14.946,DDF,92658.1,44.045,4096,1.0,31.72,1.56,55.33,15.0854,both
SN000037,61284.3283,LSST-r,DDF,158958.0,38.329,4096,1.0,32.6,1.96,69.44,14.508,DDF,154039.0,37.739,4096,1.0,32.6,1.96,69.44,14.5369,both
SN000037,61284.3522,LSST-i,DDF,114922.0,35.218,4096,1.0,32.44,1.92,70.56,14.8568,DDF,103168.0,33.407,4096,1.0,32.44,1.92,70.56,14.9697,both
SN000037,61287.3495,LSST-r,DDF,192004.0,60.867,4096,1.0,31.79,1.59,32.41,14.2886,DDF,192710.0,60.978,4096,1.0,31.79,1.59,32.41,14.2863,both
SN000037,61287.3734,LSST-i,DDF,123074.0,51.899,4096,1.0,31.66,1.62,40.67,14.7771,DDF,117145.0,50.646,4096,1.0,31.66,1.62,40.67,14.8309,both
SN000037,61292.3158,LSST-i,DDF,108406.0,48.835,4096,1.0,31.66,2.16,35.63,14.9109,DDF,104518.0,47.965,4096,1.0,31.66,2.16,35.63,14.9447,both
SN000037,61293.2385,LSST-g,DDF,207501.0,66.792,4096,1.0,31.67,1.8,15.29,14.2016,DDF,226670.0,69.806,4096,1.0,31.67,1.8,15.29,14.1126,both
SN000038,60876.3473,LSST-g,DDF,152092.0,17.929,4096,1.0,34.19,2.18,53.35,14.5508,DDF,139286.0,17.16,4096,1.0,34.19,2.18,53.35,14.6381,both
SN000038,60876.355,LSST-i,DDF,104795.0,10.693,4096,1.0,34.92,2.01,161.5,14.9497,DDF,93057.9,10.085,4096,1.0,34.92,2.01,161.5,15.0641,both
SN000038,60876.3647,LSST-r,DDF,147435.0,12.113,4096,1.0,35.01,1.97,116.2,14.5796,DDF,139136.0,11.769,4096,1.0,35.01,1.97,116.2,14.6511,both
SN000038,60886.2919,LSST-r,DDF,139412.0,37.774,6144,1.0,32.48,2.08,34.76,14.6374,DDF,146904.0,38.771,6144,1.0,32.48,2.08,34.76,14.5923,both
SN000038,60886.3158,LSST-i,DDF,75932.4,28.944,4096,1.0,32.41,1.85,50.22,15.2972,DDF,81320.1,29.938,4096,1.0,32.41,1.85,50.22,15.2332,both
SN000039,61027.1635,LSST-r,DDF,205940.0,64.785,4096,1.0,31.73,2.0,23.64,14.2061,DDF,197078.0,63.379,4096,1.0,31.73,2.0,23.64,14.2657,both
SN000039,61027.1875,LSST-i,DDF,135341.0,54.438,6144,1.0,31.66,2.02,35.12,14.6699,DDF,131763.0,53.721,6144,1.0,31.66,2.02,35.12,14.698,both
SN000039,61029.1233,LSST-g,DDF,262646.0,53.93,4096,1.0,32.39,1.75,20.34,13.9406,DDF,274431.0,55.126,4096,1.0,32.39,1.75,20.34,13.9028,both
SN000045,61042.1527,LSST-i,DDF,126970.0,52.004,4096,1.0,31.71,1.92,61.85,14.7352,DDF,134087.0,53.402,4096,1.0,31.71,1.92,61.85,14.6775,both
SN000046,61717.0871,LSST-i,DDF,101850.0,46.177,6144,1.0,31.71,1.41,47.25,14.9759,DDF,101012.0,45.989,6144,1.0,31.71,1.41,47.25,14.9955,both
SN000047,61787.1641,LSST-g,DDF,188948.0,20.869,4096,1.0,34.12,3.12,130.8,14.3015,DDF,197334.0,21.316,4096,1.0,34.12,3.12,130.8,14.2684,both
SN000047,61787.1717,LSST-i,DDF,117429.0,11.906,4096,1.0,34.86,2.66,266.4,14.8204,DDF,113635.0,11.724,4096,1.0,34.86,2.66,266.4,14.868,both
SN000047,61787.1814,LSST-r,DDF,163688.0,13.021,4096,1.0,35.0,2.74,249.0,14.4614,DDF,162889.0,12.99,4096,1.0,35.0,2.74,249.0,14.4651,both
SN000047,61788.151,LSST-g,DDF,210005.0,23.246,6144,1.0,33.98,2.8,69.01,14.1963,DDF,216426.0,23.597,6144,1.0,33.98,2.8,69.01,14.1588,both
SN000047,61788.1586,LSST-i,DDF,124898.0,12.353,4096,1.0,34.82,2.55,213.1,14.7633,DDF,121366.0,12.183,4096,1.0,34.82,2.55,213.1,14.7923,both
SN000047,61788.1683,LSST-r,DDF,178636.0,13.824,4096,1.0,34.94,2.46,165.5,14.3709,DDF,179582.0,13.86,4096,1.0,34.94,2.46,165.5,14.3639,both
SN000047,61791.2229,LSST-g,DDF,236782.0,22.996,4096,1.0,34.13,2.49,54.91,14.062,DDF,245846.0,23.431,4096,1.0,34.13,2.49,54.91,14.0183,both
SN000047,61791.2305,LSST-i,DDF,127526.0,11.979,4096,1.0,34.89,2.23,176.5,14.7406,DDF,128633.0,12.031,4096,1.0,34.89,2.23,176.5,14.7228,both
SN000047,61791.2402,LSST-r,DDF,211813.0,14.651,4096,1.0,34.99,2.08,126.7,14.1934,DDF,216182.0,14.801,4096,1.0,34.99,2.08,126.7,14.1623,both
SN000047,61795.3018,LSST-r,DDF,216203.0,47.002,4096,1.0,32.48,1.88,38.76,14.1617,DDF,222204.0,47.647,4096,1.0,32.48,1.88,38.76,14.1306,both
SN000047,61796.2558,LSST-g,DDF,229537.0,22.213,4096,1.0,34.17,1.56,54.61,14.0963,DDF,233805.0,22.419,4096,1.0,34.17,1.56,54.61,14.0757,both
SN000047,61796.2634,LSST-i,DDF,112119.0,11.074,4096,1.0,34.91,1.36,172.9,14.8805,DDF,116491.0,11.286,4096,1.0,34.91,1.36,172.9,14.8366,both
SN000047,61796.2731,LSST-r,DDF,213957.0,14.641,4096,1.0,35.0,1.44,122.5,14.1806,DDF,216654.0,14.732,4096,1.0,35.0,1.44,122.5,14.1545,both
