FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S
SN001026,61314.1996,LSST-z,DDF,199.627,3.0746,4096,1.0,34.02,1.79,191.3,21.7396,DDF,196.601,3.0734,4096,1.0,34.02,1.79,191.3,21.7775
SN001026,61322.2421,LSST-i,DDF,232.673,1.3718,4096,1.0,34.16,1.35,113.1,21.5908,DDF,205.366,1.35,4096,1.0,34.16,1.35,113.1,21.7064
SN001026,61322.2518,LSST-r,DDF,242.068,1.0132,4096,1.0,34.24,1.35,76.19,21.5458,DDF,243.185,1.0143,4096,1.0,34.24,1.35,76.19,21.5296
SN001026,61322.2664,LSST-z,DDF,189.17,2.1267,4096,1.0,34.04,1.43,164.3,21.7976,DDF,173.628,2.1179,4096,1.0,34.04,1.43,164.3,21.8857
SN001740,61717.2735,LSST-i,DDF,59.3725,1.2925,4096,1.0,34.88,1.69,189.3,23.0669,DDF,57.3094,1.2916,4096,1.0,34.88,1.69,189.3,23.063
SN001740,61717.3018,LSST-Y,DDF,73.9197,10.73,6144,1.0,33.11,2.53,209.4,23.0513,DDF,66.3039,10.728,6144,1.0,33.11,2.53,209.4,23.0049
SN001740,61717.3039,LSST-z,DDF,69.2847,2.5257,4096,1.0,34.72,1.84,297.1,22.9584,DDF,69.3342,2.5257,4096,1.0,34.72,1.84,297.1,22.9301
SN001740,61726.0745,LSST-i,DDF,71.694,2.3653,4096,1.0,34.9,3.87,156.1,22.8092,DDF,76.4264,2.3664,4096,1.0,34.9,3.87,156.1,22.7793
SN001740,61726.0936,LSST-Y,DDF,55.4601,7.6546,4096,1.0,33.4,2.69,183.5,23.0094,DDF,70.8384,7.659,4096,1.0,33.4,2.69,183.5,22.9931
SN001740,61726.1037,LSST-z,DDF,78.6389,2.5905,4096,1.0,34.79,2.45,244.1,22.769,DDF,76.6639,2.59,4096,1.0,34.79,2.45,244.1,22.7606
SN000304,61691.0241,LSST-i,DDF,2273.82,2.7895,4096,1.0,34.92,1.96,308.8,19.1094,DDF,2435.03,2.8204,4096,1.0,34.92,1.96,308.8,19.0289
SN000304,61691.0338,LSST-r,DDF,2900.56,2.6979,4096,1.0,35.07,1.96,327.8,18.8487,DDF,3039.32,2.7219,4096,1.0,35.07,1.96,327.8,18.7897
SN000304,61691.0532,LSST-z,DDF,1952.63,3.1761,6144,1.0,34.79,2.02,319.8,19.2724,DDF,2034.26,3.1917,6144,1.0,34.79,2.02,319.8,19.2312
SN000304,61699.1471,LSST-i,DDF,2280.54,1.7779,4096,1.0,34.93,1.43,157.9,19.1006,DDF,2220.82,1.7599,4096,1.0,34.93,1.43,157.9,19.1393
SN000304,61699.1569,LSST-r,DDF,3521.38,1.9659,4096,1.0,35.0,1.52,108.8,18.6327,DDF,3470.33,1.9529,4096,1.0,35.0,1.52,108.8,18.645
SN000304,61699.1764,LSST-z,DDF,1748.52,1.9641,4096,1.0,34.8,1.34,232.0,19.3868,DDF,1661.45,1.9373,4096,1.0,34.8,1.34,232.0,19.4476
SN000462,61413.1294,LSST-i,DDF,82.3096,4.7075,4096,1.0,31.66,1.62,36.26,22.7459,DDF,86.2351,4.7165,6144,1.0,31.66,1.62,36.26,22.6759
SN000489,61215.4404,LSST-i,DDF,276.742,11.141,4096,1.0,31.65,2.68,52.28,21.4455,DDF,268.515,11.133,4096,1.0,31.65,2.68,52.28,21.4577
SN001783,61639.217,LSST-i,DDF,40.2083,6.0878,4096,1.0,34.0,3.82,178.7,23.4243,DDF,47.2633,6.0893,4096,1.0,34.0,3.82,178.7,23.3188
SN001783,61639.2425,LSST-Y,DDF,74.388,17.525,0,1.0,32.41,3.01,151.0,23.2678,DDF,12.0407,17.506,0,1.0,32.41,3.01,151.0,23.267
SN001783,61639.252,LSST-z,DDF,48.8589,5.6239,6144,1.0,33.97,2.87,213.6,23.2135,DDF,57.7648,5.626,6144,1.0,33.97,2.87,213.6,23.1691
SN001783,61643.2194,LSST-i,DDF,37.1898,3.995,4096,1.0,34.01,3.39,133.2,23.4722,DDF,42.8681,3.9968,4096,1.0,34.01,3.39,133.2,23.3978
SN001783,61643.2386,LSST-Y,DDF,67.1506,16.466,4096,1.0,32.43,2.97,146.4,23.3424,DDF,37.2212,16.457,0,1.0,32.43,2.97,146.4,23.3449
SN001783,61643.2481,LSST-z,DDF,50.064,4.7466,4096,1.0,33.97,2.69,192.2,23.2731,DDF,44.3436,4.7451,4096,1.0,33.97,2.69,192.2,23.2533
SN001973,61420.1095,LSST-z,DDF,2276.8,12.48,4096,1.0,31.33,1.79,50.57,19.1088,DDF,2223.12,12.416,4096,1.0,31.33,1.79,50.57,19.1323
SN001973,61426.0615,LSST-i,DDF,2929.67,11.179,6144,1.0,31.71,1.96,55.76,18.838,DDF,3102.93,11.338,6144,1.0,31.71,1.96,55.76,18.7722
SN001973,61426.0853,LSST-z,DDF,2553.55,13.471,4096,1.0,31.35,1.74,58.37,18.9861,DDF,2464.73,13.375,4096,1.0,31.35,1.74,58.37,19.0069
SN001967,61194.3768,LSST-z,DDF,16269.3,26.686,4096,1.0,31.32,2.32,62.17,16.979,DDF,14920.3,25.926,4096,1.0,31.32,2.32,62.17,17.0576
SN001620,61022.222,LSST-i,DDF,63.5103,2.7414,4096,1.0,32.41,1.3,52.18,22.9423,DDF,66.878,2.7481,6144,1.0,32.41,1.3,52.18,22.8956
SN001620,61029.1872,LSST-i,DDF,69.3167,3.7141,4096,1.0,31.66,1.26,36.21,22.9369,DDF,67.7946,3.7097,4096,1.0,31.66,1.26,36.21,22.9204
SN001152,61313.3579,LSST-i,DDF,99.7334,2.3165,4096,1.0,34.2,2.04,150.3,22.5033,DDF,99.6312,2.3164,4096,1.0,34.2,2.04,150.3,22.514
SN001152,61314.1938,LSST-Y,DDF,86.5157,9.0115,4096,1.0,32.54,1.82,144.2,22.796,DDF,79.888,9.008,4096,1.0,32.54,1.82,144.2,22.8584
SN001152,61314.2046,LSST-z,DDF,107.063,3.2069,4096,1.0,34.02,1.86,194.7,22.4766,DDF,95.3264,3.2024,4096,1.0,34.02,1.86,194.7,22.5261
SN001152,61322.2463,LSST-i,DDF,93.2738,1.2518,4096,1.0,34.16,1.34,113.4,22.5846,DDF,91.5372,1.2503,4096,1.0,34.16,1.34,113.4,22.5897
SN000502,61628.2616,LSST-i,DDF,195.641,4.6952,4096,1.0,34.0,3.33,156.6,21.7388,DDF,210.864,4.6993,4096,1.0,34.0,3.33,156.6,21.6943
SN000502,61628.2713,LSST-r,DDF,226.811,2.733,4096,1.0,34.11,2.78,117.9,21.6007,DDF,234.394,2.7362,4096,1.0,34.11,2.78,117.9,21.5736
SN000502,61628.2804,LSST-Y,DDF,145.817,12.892,4096,1.0,32.4,2.21,149.4,22.2798,DDF,139.823,12.89,0,1.0,32.4,2.21,149.4,22.2269
SN000502,61628.2912,LSST-z,DDF,179.069,4.9978,6144,1.0,33.96,2.65,202.2,21.859,DDF,185.582,4.9995,6144,1.0,33.96,2.65,202.2,21.8
SN000502,61639.2295,LSST-i,DDF,215.406,6.5412,4096,1.0,34.0,4.01,182.0,21.6889,DDF,214.065,6.541,4096,1.0,34.0,4.01,182.0,21.6477
SN000502,61639.2372,LSST-r,DDF,206.114,4.8372,4096,1.0,34.11,3.6,165.3,21.6599,DDF,215.43,4.8394,4096,1.0,34.11,3.6,165.3,21.6415
SN000502,61639.2463,LSST-Y,DDF,133.116,19.809,0,1.0,32.37,3.22,153.7,22.5218,DDF,103.929,19.801,0,1.0,32.37,3.22,153.7,22.5443
SN000502,61639.257,LSST-z,DDF,196.069,6.3736,4096,1.0,33.96,3.13,219.0,21.8407,DDF,192.2,6.3728,4096,1.0,33.96,3.13,219.0,21.8128
SN000264,61815.0582,LSST-i,DDF,377.495,2.6852,4096,1.0,34.76,2.81,208.9,21.0655,DDF,369.867,2.6835,4096,1.0,34.76,2.81,208.9,21.0577
SN000264,61815.0679,LSST-r,DDF,363.292,2.4568,4096,1.0,34.8,2.84,195.5,21.0943,DDF,376.839,2.4601,4096,1.0,34.8,2.84,195.5,21.07
SN000264,61815.0755,LSST-Y,DDF,273.07,19.217,4096,1.0,32.3,2.83,158.6,21.5304,DDF,202.233,19.195,4096,1.0,32.3,2.83,158.6,21.6063
SN000264,61816.0432,LSST-Y,DDF,236.628,13.886,6144,1.0,32.29,2.24,143.0,21.5305,DDF,246.963,13.89,6144,1.0,32.29,2.24,143.0,21.6082
SN000264,61816.0512,LSST-z,DDF,259.559,3.0778,4096,1.0,34.69,2.16,296.6,21.465,DDF,233.072,3.0721,4096,1.0,34.69,2.16,296.6,21.5627
SN000264,61816.0673,LSST-i,DDF,386.11,2.3773,4096,1.0,34.73,2.46,203.1,21.0317,DDF,384.774,2.3769,4096,1.0,34.73,2.46,203.1,21.0263
SN000264,61816.0745,LSST-r,DDF,376.962,2.7663,4096,1.0,33.72,2.62,83.96,21.0593,DDF,387.243,2.7723,4096,1.0,33.72,2.62,83.96,21.0232
SN000264,61817.0452,LSST-r,DDF,387.253,2.2776,4096,1.0,34.3,2.93,106.6,21.034,DDF,402.702,2.2841,4096,1.0,34.3,2.93,106.6,20.9886
SN000264,61817.0528,LSST-Y,DDF,241.917,10.914,4096,1.0,33.1,2.47,215.3,21.5453,DDF,227.93,10.91,4096,1.0,33.1,2.47,215.3,21.6221
SN000264,61817.0629,LSST-z,DDF,254.65,4.0791,4096,1.0,34.66,2.71,307.2,21.4783,DDF,231.228,4.0752,4096,1.0,34.66,2.71,307.2,21.5738
SN000270,60840.9825,LSST-i,DDF,141.003,2.4275,4096,1.0,34.86,3.05,194.6,22.1492,DDF,152.031,2.4301,4096,1.0,34.86,3.05,194.6,22.0742
SN000270,60840.9922,LSST-r,DDF,140.898,1.801,4096,1.0,34.93,3.29,141.4,22.1394,DDF,141.159,1.801,4096,1.0,34.93,3.29,141.4,22.0995
SN000270,60841.0015,LSST-Y,DDF,77.4374,11.957,4096,1.0,33.22,3.13,208.9,22.7144,DDF,100.781,11.962,0,1.0,33.22,3.13,208.9,22.7179
SN000270,60841.0116,LSST-z,DDF,126.9,4.3097,4096,1.0,34.71,3.21,288.7,22.2598,DDF,127.566,4.3098,4096,1.0,34.71,3.21,288.7,22.2069
SN001608,61327.1887,LSST-i,DDF,60.2659,8.2915,4096,1.0,31.65,2.79,37.95,23.0116,DDF,53.3683,8.2824,4096,1.0,31.65,2.79,37.95,22.9932
SN001608,61328.232,LSST-i,DDF,63.6538,1.4789,4096,1.0,34.91,2.26,167.2,22.9673,DDF,66.4761,1.4799,4096,1.0,34.91,2.26,167.2,22.9417
SN001608,61328.2567,LSST-z,DDF,68.7896,2.5258,4096,1.0,34.78,2.4,240.8,22.8862,DDF,77.0132,2.5278,4096,1.0,34.78,2.4,240.8,22.8206
SN001608,61333.1966,LSST-z,DDF,85.2884,9.4011,4096,1.0,31.34,1.73,51.92,22.7552,DDF,85.5585,9.4015,4096,1.0,31.34,1.73,51.92,22.6815
SN001608,61333.221,LSST-Y,DDF,66.6577,24.06,0,1.0,30.25,1.88,45.24,22.9837,DDF,76.5851,24.076,0,1.0,30.25,1.88,45.24,22.93
SN001608,61337.2152,LSST-Y,DDF,29.3237,26.251,0,1.0,30.26,1.84,51.05,23.0225,DDF,66.6977,26.307,0,1.0,30.26,1.84,51.05,23.006
SN000516,61001.3141,LSST-i,DDF,84.8879,2.2779,4096,1.0,34.81,2.74,194.9,22.6674,DDF,76.6806,2.2758,4096,1.0,34.81,2.74,194.9,22.7796
SN000516,61002.3145,LSST-i,DDF,86.9985,1.973,6144,1.0,34.82,2.4,193.9,22.68,DDF,76.5495,1.9698,6144,1.0,34.82,2.4,193.9,22.7923
SN000516,61003.3161,LSST-i,DDF,82.0216,1.4931,4096,1.0,34.84,1.84,193.3,22.6957,DDF,73.5446,1.4898,4096,1.0,34.84,1.84,193.3,22.8077
SN001185,61028.1489,LSST-i,DDF,116.645,1.0007,4096,1.0,34.92,1.56,157.2,22.3199,DDF,116.504,1.0006,4096,1.0,34.92,1.56,157.2,22.3325
SN001185,61028.1586,LSST-r,DDF,104.479,0.71798,4096,1.0,35.0,1.67,108.3,22.4387,DDF,109.118,0.72121,4096,1.0,35.0,1.67,108.3,22.3982
SN001185,61028.1735,LSST-z,DDF,121.465,1.6065,4096,1.0,34.79,1.55,234.0,22.2942,DDF,124.646,1.6077,4096,1.0,34.79,1.55,234.0,22.2825
SN001185,61029.1632,LSST-r,DDF,107.996,2.0602,4096,1.0,32.5,1.46,34.37,22.408,DDF,114.534,2.076,4096,1.0,32.5,1.46,34.37,22.3674
SN001185,61029.187,LSST-i,DDF,122.291,2.7259,4096,1.0,32.41,1.25,51.31,22.2756,DDF,124.562,2.7304,4096,1.0,32.41,1.25,51.31,22.302
SN001185,61034.1554,LSST-r,DDF,109.323,3.4618,4096,1.0,31.74,1.8,24.34,22.3694,DDF,121.673,3.4975,4096,1.0,31.74,1.8,24.34,22.3348
SN001185,61034.1793,LSST-i,DDF,126.538,7.2954,4096,1.0,31.64,2.5,36.29,22.2215,DDF,125.754,7.2943,4096,1.0,31.64,2.5,36.29,22.2692
SN001191,61314.1395,LSST-g,DDF,16720.1,6.5621,4096,1.0,34.02,2.7,57.29,16.9412,DDF,16570.0,6.5339,4096,1.0,34.02,2.7,57.29,16.9467
SN001191,61314.1471,LSST-i,DDF,8370.43,3.6175,4096,1.0,34.87,2.22,215.4,17.7008,DDF,8401.44,3.6224,4096,1.0,34.87,2.22,215.4,17.7011
SN001191,61314.1568,LSST-r,DDF,15141.6,4.1306,4096,1.0,34.99,2.1,177.6,17.0501,DDF,16185.8,4.2562,4096,1.0,34.99,2.1,177.6,16.9795
SN001191,61314.1762,LSST-z,DDF,7743.15,3.8352,4096,1.0,34.77,1.82,284.3,17.7837,DDF,7181.25,3.7435,4096,1.0,34.77,1.82,284.3,17.8639
SN001344,61356.2302,LSST-i,DDF,71.7312,4.3111,4096,1.0,31.66,1.53,35.1,22.8296,DDF,77.3873,4.3253,4096,1.0,31.66,1.53,35.1,22.8444
SN001344,61357.222,LSST-i,DDF,79.958,2.6001,6144,1.0,34.15,3.01,109.9,22.7907,DDF,74.238,2.5977,6144,1.0,34.15,3.01,109.9,22.7968
SN001344,61357.2472,LSST-z,DDF,81.6387,3.264,4096,1.0,34.04,2.32,162.4,22.7384,DDF,75.5999,3.2618,4096,1.0,34.04,2.32,162.4,22.7922
SN001344,61362.2486,LSST-z,DDF,85.6304,7.7316,4096,1.0,31.34,1.56,47.02,22.6249,DDF,86.1885,7.7326,4096,1.0,31.34,1.56,47.02,22.6191
SN001344,61362.2725,LSST-Y,DDF,50.2967,17.153,0,1.0,30.26,1.39,43.93,22.8126,DDF,61.309,17.178,0,1.0,30.26,1.39,43.93,22.7914
SN001344,61363.2216,LSST-i,DDF,84.8821,6.0288,4096,1.0,31.68,1.95,39.95,22.6861,DDF,76.9427,6.0148,4096,1.0,31.68,1.95,39.95,22.6834
SN001344,61363.2467,LSST-z,DDF,91.0025,8.4905,4096,1.0,31.34,1.66,48.65,22.6274,DDF,84.4248,8.4792,4096,1.0,31.34,1.66,48.65,22.6142
SN001344,61364.2458,LSST-i,DDF,86.7159,5.5097,4096,1.0,31.68,1.69,41.88,22.6868,DDF,82.5152,5.5015,4096,1.0,31.68,1.69,41.88,22.6906
SN001344,61365.0469,LSST-i,DDF,91.2953,2.9371,4096,1.0,34.13,2.18,168.5,22.6924,DDF,84.9238,2.9347,4096,1.0,34.13,2.18,168.5,22.7024
SN001344,61365.0657,LSST-Y,DDF,67.8228,9.99,4096,1.0,32.56,2.05,144.8,22.8463,DDF,77.6686,9.9946,4096,1.0,32.56,2.05,144.8,22.7977
SN001344,61365.0765,LSST-z,DDF,89.2621,4.0754,4096,1.0,34.02,2.34,197.9,22.6506,DDF,87.5286,4.0749,4096,1.0,34.02,2.34,197.9,22.6275
SN000728,61395.165,LSST-i,DDF,66.3748,1.7229,4096,1.0,34.2,1.45,156.6,22.9283,DDF,63.0616,1.7209,4096,1.0,34.2,1.45,156.6,22.9696
SN000728,61395.1838,LSST-Y,DDF,68.0166,8.1026,4096,1.0,32.64,1.88,137.7,22.9155,DDF,64.6722,8.1008,4096,1.0,32.64,1.88,137.7,22.932
SN000728,61395.1946,LSST-z,DDF,79.2103,3.1124,4096,1.0,34.04,1.89,190.0,22.8389,DDF,73.6354,3.1102,4096,1.0,34.04,1.89,190.0,22.8697
SN000728,61398.1119,LSST-i,DDF,68.0902,5.4405,4096,1.0,32.48,1.6,93.06,22.9007,DDF,60.4422,5.4334,4096,1.0,32.48,1.6,93.06,22.918
SN000728,61398.1361,LSST-z,DDF,68.5142,9.5785,4096,1.0,32.11,2.13,88.1,22.8104,DDF,61.3818,9.5732,4096,1.0,32.11,2.13,88.1,22.8327
SN000728,61400.0545,LSST-z,DDF,60.7979,8.4469,4096,1.0,31.34,1.68,48.12,22.823,DDF,66.4641,8.4567,4096,1.0,31.34,1.68,48.12,22.8315
SN000728,61401.1637,LSST-i,DDF,67.2904,1.7761,4096,1.0,34.19,1.58,147.0,22.9169,DDF,67.5557,1.7762,4096,1.0,34.19,1.58,147.0,22.9071
SN000728,61401.1825,LSST-Y,DDF,55.6339,6.3348,4096,1.0,32.64,1.47,137.4,22.9696,DDF,65.5163,6.3417,4096,1.0,32.64,1.47,137.4,22.9707
SN000728,61401.1933,LSST-z,DDF,74.2341,2.8311,4096,1.0,34.04,1.75,186.4,22.8396,DDF,69.601,2.8291,4096,1.0,34.04,1.75,186.4,22.8379
SN001378,61313.1413,LSST-g,DDF,7781.53,5.1037,4096,1.0,34.11,2.51,143.4,17.7719,DDF,7716.8,5.0893,4096,1.0,34.11,2.51,143.4,17.7846
SN001378,61313.1489,LSST-i,DDF,5197.56,3.5061,4096,1.0,34.86,2.33,268.8,18.2064,DDF,5495.87,3.5542,4096,1.0,34.86,2.33,268.8,18.1543
SN001378,61313.1586,LSST-r,DDF,7245.26,3.4125,4096,1.0,35.0,2.25,263.0,17.8498,DDF,7282.79,3.418,4096,1.0,35.0,2.25,263.0,17.8419
SN001378,61313.1859,LSST-z,DDF,4854.74,3.783,6144,1.0,34.81,2.23,310.1,18.2924,DDF,4962.08,3.7998,6144,1.0,34.81,2.23,310.1,18.2597
SN000066,61297.4087,LSST-z,DDF,77.5396,11.1,4096,1.0,31.38,1.38,80.16,22.6258,DDF,99.3263,11.127,4096,1.0,31.38,1.38,80.16,22.5718
SN000066,61299.2713,LSST-i,DDF,93.6952,6.6777,4096,1.0,31.65,2.34,35.94,22.5976,DDF,100.587,6.689,4096,1.0,31.65,2.34,35.94,22.5336
SN000066,61299.2958,LSST-z,DDF,81.5486,10.083,4096,1.0,31.34,2.05,47.11,22.5699,DDF,94.3676,10.102,4096,1.0,31.34,2.05,47.11,22.5217
SN000066,61304.1425,LSST-i,DDF,90.9322,3.2174,4096,1.0,34.76,3.08,234.9,22.6118,DDF,100.158,3.2192,4096,1.0,34.76,3.08,234.9,22.5606
SN000066,61304.1615,LSST-Y,DDF,64.5687,12.74,0,1.0,33.16,3.09,213.4,22.7097,DDF,76.6317,12.743,4096,1.0,33.16,3.09,213.4,22.7081
SN000066,61304.1716,LSST-z,DDF,100.991,4.5211,4096,1.0,34.72,3.36,292.4,22.5239,DDF,101.768,4.5212,4096,1.0,34.72,3.36,292.4,22.4778
SN000099,61460.05,LSST-i,DDF,61.3029,1.242,4096,1.0,34.9,1.48,211.1,23.0245,DDF,60.3436,1.2416,4096,1.0,34.9,1.48,211.1,23.0313
SN000099,61460.0885,LSST-Y,DDF,63.3009,7.8534,6144,1.0,33.21,2.0,212.4,22.9999,DDF,41.6316,7.8463,6144,1.0,33.21,2.0,212.4,23.0188
SN000099,61460.1077,LSST-z,DDF,69.9338,3.3395,4096,1.0,34.69,2.2,320.5,22.962,DDF,67.3265,3.339,4096,1.0,34.69,2.2,320.5,22.9805
SN000099,61468.0368,LSST-i,DDF,69.0423,1.4575,4096,1.0,34.87,2.02,177.2,22.9306,DDF,66.5259,1.4565,4096,1.0,34.87,2.02,177.2,22.9431
SN000099,61468.0615,LSST-z,DDF,72.4872,2.8271,4096,1.0,34.73,2.27,272.4,22.8437,DDF,70.3244,2.8266,4096,1.0,34.73,2.27,272.4,22.9088
SN001387,61590.2485,LSST-i,DDF,141.496,2.2287,4096,1.0,34.8,2.78,184.9,22.1111,DDF,140.67,2.2284,4096,1.0,34.8,2.78,184.9,22.1402
SN001387,61590.2582,LSST-r,DDF,159.98,1.2592,4096,1.0,34.87,2.49,119.1,21.9902,DDF,150.584,1.255,4096,1.0,34.87,2.49,119.1,22.0472
SN001387,61590.2732,LSST-z,DDF,140.837,2.7246,6144,1.0,34.74,2.25,265.6,22.1775,DDF,130.254,2.7221,6144,1.0,34.74,2.25,265.6,22.1858
SN000927,60912.2163,LSST-i,DDF,79.5119,4.2511,4096,1.0,33.97,3.41,135.4,22.8109,DDF,68.397,4.2477,6144,1.0,33.97,3.41,135.4,22.9033
SN000927,60912.226,LSST-r,DDF,72.7241,2.3697,4096,1.0,34.03,3.19,84.39,22.8023,DDF,70.2016,2.3684,4096,1.0,34.03,3.19,84.39,22.9158
SN000927,60912.2415,LSST-z,DDF,78.7266,4.7425,4096,1.0,33.95,2.55,198.5,22.7749,DDF,80.2425,4.7429,4096,1.0,33.95,2.55,198.5,22.8319
SN000927,60919.2243,LSST-i,DDF,93.5462,3.7834,4096,1.0,34.05,3.03,145.7,22.6176,DDF,85.9961,3.781,4096,1.0,34.05,3.03,145.7,22.5944
SN000927,60919.2341,LSST-r,DDF,85.1185,2.8717,4096,1.0,34.15,3.41,107.3,22.7203,DDF,75.4053,2.868,4096,1.0,34.15,3.41,107.3,22.7546
SN000927,60919.2432,LSST-Y,DDF,61.8249,15.846,0,1.0,32.47,2.98,145.7,23.0347,DDF,69.2452,15.849,0,1.0,32.47,2.98,145.7,22.9843
SN000927,60919.254,LSST-z,DDF,90.7512,5.2001,4096,1.0,33.98,2.97,192.2,22.638,DDF,100.159,5.2024,4096,1.0,33.98,2.97,192.2,22.5663
SN000927,60923.2835,LSST-Y,DDF,60.6533,23.514,0,1.0,30.94,2.3,68.39,23.1395,DDF,124.969,23.572,0,1.0,30.94,2.3,68.39,23.0849
SN000933,61669.2475,LSST-i,DDF,151.14,1.4582,4096,1.0,34.95,1.54,245.4,22.0627,DDF,135.41,1.4525,4096,1.0,34.95,1.54,245.4,22.1564
SN000933,61669.2572,LSST-r,DDF,155.059,1.2345,4096,1.0,35.1,1.52,239.3,22.0314,DDF,141.52,1.2295,4096,1.0,35.1,1.52,239.3,22.1301
SN000933,61669.2665,LSST-Y,DDF,100.648,4.4182,4096,1.0,33.39,1.39,201.2,22.5373,DDF,104.096,4.4199,4096,1.0,33.39,1.39,201.2,22.5119
SN000933,61669.2767,LSST-z,DDF,142.361,1.7887,6144,1.0,34.8,1.44,283.5,22.1058,DDF,138.32,1.7874,6144,1.0,34.8,1.44,283.5,22.1397
SN001393,61646.3659,LSST-i,DDF,373.92,1.2494,6144,1.0,34.91,1.67,167.1,21.0667,DDF,358.317,1.2426,6144,1.0,34.91,1.67,167.1,21.123
SN001393,61646.3756,LSST-r,DDF,395.928,0.99594,4096,1.0,35.0,1.85,117.7,21.0169,DDF,359.313,0.97738,4096,1.0,35.0,1.85,117.7,21.121
SN001393,61646.3881,LSST-z,DDF,253.332,3.1572,4096,1.0,34.03,2.07,170.5,21.5057,DDF,244.757,3.1539,4096,1.0,34.03,2.07,170.5,21.5439
SN001393,61647.2153,LSST-z,DDF,247.307,5.1065,4096,1.0,33.96,2.74,199.2,21.511,DDF,245.143,5.106,4096,1.0,33.96,2.74,199.2,21.5448
SN001393,61654.3448,LSST-i,DDF,372.366,1.152,4096,1.0,34.91,1.5,166.3,21.0669,DDF,362.082,1.1472,4096,1.0,34.91,1.5,166.3,21.0954
SN001393,61654.3545,LSST-r,DDF,370.295,0.86526,4096,1.0,35.0,1.48,117.2,21.0634,DDF,342.496,0.84904,4096,1.0,35.0,1.48,117.2,21.161
SN001393,61654.3695,LSST-z,DDF,233.712,1.6062,4096,1.0,34.79,1.46,241.3,21.5856,DDF,242.08,1.6094,4096,1.0,34.79,1.46,241.3,21.5465
SN001393,61655.1838,LSST-Y,DDF,148.355,7.3845,4096,1.0,33.16,1.8,211.0,22.0683,DDF,162.856,7.3899,4096,1.0,33.16,1.8,211.0,22.0139
SN000932,61666.33,LSST-r,DDF,151.627,4.9774,4096,1.0,31.86,1.29,56.94,22.0469,DDF,159.617,4.9919,4096,1.0,31.86,1.29,56.94,22.0333
SN000932,61666.3535,LSST-i,DDF,143.067,5.7912,4096,1.0,31.71,1.41,53.44,22.1482,DDF,137.586,5.7814,4096,1.0,31.71,1.41,53.44,22.1324
SN000932,61666.4014,LSST-z,DDF,124.722,10.593,4096,1.0,31.37,1.56,66.58,22.23,DDF,138.863,10.612,4096,1.0,31.37,1.56,66.58,22.2189
SN000932,61667.1511,LSST-i,DDF,144.405,6.823,4096,1.0,34.0,3.78,201.9,22.115,DDF,144.568,6.8231,4096,1.0,34.0,3.78,201.9,22.0911
SN000932,61667.1588,LSST-r,DDF,150.781,6.2061,4096,1.0,34.11,3.96,193.9,22.027,DDF,164.076,6.2085,4096,1.0,34.11,3.96,193.9,21.9935
SN000932,61667.1679,LSST-Y,DDF,97.7608,17.208,0,1.0,32.36,2.72,156.6,22.5993,DDF,76.7841,17.201,0,1.0,32.36,2.72,156.6,22.572
SN000932,61667.1787,LSST-z,DDF,125.134,6.9125,4096,1.0,33.96,3.24,230.1,22.2074,DDF,130.457,6.9135,4096,1.0,33.96,3.24,230.1,22.1966
SN000932,61671.2309,LSST-i,DDF,152.782,1.4964,4096,1.0,34.88,2.13,170.6,22.0286,DDF,159.905,1.4991,4096,1.0,34.88,2.13,170.6,21.9843
SN000932,61671.2406,LSST-r,DDF,161.09,1.0772,4096,1.0,34.98,2.19,126.2,21.9916,DDF,173.964,1.0833,4096,1.0,34.98,2.19,126.2,21.8979
SN000932,61671.2499,LSST-Y,DDF,82.6741,5.4273,4096,1.0,33.35,1.72,193.5,22.6552,DDF,89.3723,5.4301,4096,1.0,33.35,1.72,193.5,22.5922
SN000932,61671.2601,LSST-z,DDF,135.13,1.8935,4096,1.0,34.78,1.72,247.7,22.162,DDF,138.915,1.8948,4096,1.0,34.78,1.72,247.7,22.155
SN000932,61675.2986,LSST-r,DDF,143.784,2.7409,4096,1.0,31.74,1.25,24.08,22.0808,DDF,165.634,2.8201,4096,1.0,31.74,1.25,24.08,21.9917
SN000932,61676.3475,LSST-r,DDF,145.915,3.4522,4096,1.0,31.73,1.75,23.73,22.1208,DDF,139.743,3.434,4096,1.0,31.73,1.75,23.73,22.0403
SN000932,61676.3696,LSST-i,DDF,145.726,5.5433,4096,1.0,31.66,1.95,35.04,22.0719,DDF,149.989,5.5517,4096,1.0,31.66,1.95,35.04,22.0504
SN000715,61216.4248,LSST-r,DDF,105.454,8.879,4096,1.0,31.62,4.12,26.62,22.2193,DDF,134.153,8.9152,4096,1.0,31.62,4.12,26.62,22.2675
SN000073,61710.1884,LSST-i,DDF,231.783,1.1746,4096,1.0,34.92,1.66,167.8,21.5876,DDF,222.706,1.1705,4096,1.0,34.92,1.66,167.8,21.6313
