FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S
SN000037,61293.2385,LSST-g,DDF,207504.0,6.6792,4096,1.0,36.67,1.8,152.9,14.2016,DDF,240192.0,7.1856,4096,1.0,36.67,1.8,152.9,14.0484
SN000037,61297.259,LSST-g,DDF,166687.0,1.8933,4096,1.0,39.17,1.81,483.6,14.4514,DDF,185455.0,1.9969,4096,1.0,39.17,1.81,483.6,14.3276
SN000037,61297.2667,LSST-i,DDF,80684.8,0.93725,4096,1.0,39.92,1.64,1588.0,15.2279,DDF,80344.8,0.93529,4096,1.0,39.92,1.64,1588.0,15.2366
SN000037,61297.2764,LSST-r,DDF,157943.0,1.2524,4096,1.0,40.01,1.54,1104.0,14.4986,DDF,166432.0,1.2855,4096,1.0,40.01,1.54,1104.0,14.4471
SN000037,61300.141,LSST-i,DDF,69191.5,3.9082,4096,1.0,36.66,1.79,381.7,15.4045,DDF,68236.7,3.8817,4096,1.0,36.66,1.79,381.7,15.4243
SN000037,61300.1651,LSST-r,DDF,133839.0,5.1813,4096,1.0,36.75,2.01,264.8,14.6832,DDF,139302.0,5.2855,4096,1.0,36.75,2.01,264.8,14.6398
SN000039,61027.1635,LSST-r,DDF,205945.0,6.4785,4096,1.0,36.73,2.0,236.4,14.2061,DDF,232100.0,6.8766,4096,1.0,36.73,2.0,236.4,14.0833
SN000039,61027.1875,LSST-i,DDF,135342.0,5.4438,6144,1.0,36.66,2.02,351.2,14.6699,DDF,156086.0,5.8423,6144,1.0,36.66,2.02,351.2,14.5155
SN000039,61029.1233,LSST-g,DDF,262649.0,5.393,4096,1.0,37.39,1.75,203.4,13.9406,DDF,327664.0,6.0233,4096,1.0,37.39,1.75,203.4,13.7204
SN000041,60798.9934,LSST-g,DDF,77557.0,1.2153,4096,1.0,39.32,2.16,1127.0,15.2773,DDF,76614.1,1.208,4096,1.0,39.32,2.16,1127.0,15.2835
SN000041,60799.001,LSST-i,DDF,60270.6,0.81568,4096,1.0,39.93,1.85,2144.0,15.5536,DDF,64282.9,0.8415,4096,1.0,39.93,1.85,2144.0,15.4799
SN000041,60799.0107,LSST-r,DDF,99166.3,0.97647,4096,1.0,40.06,1.92,1911.0,15.0129,DDF,106808.0,1.0128,4096,1.0,40.06,1.92,1911.0,14.9303
SN000045,61042.1527,LSST-i,DDF,126973.0,5.2004,4096,1.0,36.71,1.92,618.5,14.7352,DDF,142867.0,5.5077,4096,1.0,36.71,1.92,618.5,14.6129
SN000046,61726.0669,LSST-g,DDF,107354.0,1.5454,4096,1.0,39.14,3.65,468.3,14.9242,DDF,113213.0,1.5867,4096,1.0,39.14,3.65,468.3,14.8671
SN000046,61726.0745,LSST-i,DDF,61591.0,0.85469,4096,1.0,39.9,3.87,1561.0,15.5267,DDF,72241.2,0.92047,4096,1.0,39.9,3.87,1561.0,15.3523
SN000046,61726.0843,LSST-r,DDF,115030.0,1.0903,4096,1.0,39.98,3.37,1076.0,14.8347,DDF,130208.0,1.1591,4096,1.0,39.98,3.37,1076.0,14.7178
SN000047,61787.1641,LSST-g,DDF,188948.0,2.0869,4096,1.0,39.12,3.12,1308.0,14.3015,DDF,232010.0,2.3073,4096,1.0,39.12,3.12,1308.0,14.0841
SN000047,61787.1717,LSST-i,DDF,117430.0,1.1906,4096,1.0,39.86,2.66,2664.0,14.8204,DDF,133294.0,1.2642,4096,1.0,39.86,2.66,2664.0,14.6836
SN000047,61787.1814,LSST-r,DDF,163688.0,1.3021,4096,1.0,40.0,2.74,2490.0,14.4614,DDF,194046.0,1.4138,4096,1.0,40.0,2.74,2490.0,14.2807
SN000047,61788.151,LSST-g,DDF,210005.0,2.3246,6144,1.0,38.98,2.8,690.1,14.1963,DDF,257144.0,2.571,6144,1.0,38.98,2.8,690.1,13.9744
SN000047,61788.1586,LSST-i,DDF,124898.0,1.2353,4096,1.0,39.82,2.55,2131.0,14.7633,DDF,144647.0,1.3263,4096,1.0,39.82,2.55,2131.0,14.6079
SN000047,61788.1683,LSST-r,DDF,178636.0,1.3824,4096,1.0,39.94,2.46,1655.0,14.3709,DDF,213253.0,1.509,4096,1.0,39.94,2.46,1655.0,14.1796
SN000047,61791.2229,LSST-g,DDF,236782.0,2.2996,4096,1.0,39.13,2.49,549.1,14.062,DDF,289780.0,2.5435,4096,1.0,39.13,2.49,549.1,13.8339
SN000047,61791.2305,LSST-i,DDF,127525.0,1.1979,4096,1.0,39.89,2.23,1765.0,14.7406,DDF,153496.0,1.3124,4096,1.0,39.89,2.23,1765.0,14.5384
SN000047,61791.2402,LSST-r,DDF,211813.0,1.4651,4096,1.0,39.99,2.08,1267.0,14.1934,DDF,256699.0,1.6123,4096,1.0,39.99,2.08,1267.0,13.978
SN000047,61795.3018,LSST-r,DDF,216203.0,4.7002,4096,1.0,37.48,1.88,387.6,14.1617,DDF,265347.0,5.2055,4096,1.0,37.48,1.88,387.6,13.9462
SN000047,61796.2558,LSST-g,DDF,229537.0,2.2213,4096,1.0,39.17,1.56,546.1,14.0963,DDF,279312.0,2.4502,4096,1.0,39.17,1.56,546.1,13.8914
SN000047,61796.2634,LSST-i,DDF,112119.0,1.1074,4096,1.0,39.91,1.36,1729.0,14.8805,DDF,138445.0,1.2298,4096,1.0,39.91,1.36,1729.0,14.6522
SN000047,61796.2731,LSST-r,DDF,213957.0,1.4641,4096,1.0,40.0,1.44,1225.0,14.1806,DDF,259109.0,1.6109,4096,1.0,40.0,1.44,1225.0,13.9702
SN000048,60901.3009,LSST-g,DDF,24607.5,1.139,4096,1.0,38.42,3.48,932.0,16.5313,DDF,26909.3,1.1815,4096,1.0,38.42,3.48,932.0,16.4254
SN000048,60901.3096,LSST-i,DDF,48466.1,1.1004,4096,1.0,39.11,2.63,1573.0,15.7822,DDF,54964.9,1.1655,4096,1.0,39.11,2.63,1573.0,15.6488
SN000048,60901.3193,LSST-r,DDF,52627.0,1.0572,4096,1.0,39.25,2.59,1420.0,15.6902,DDF,60306.3,1.1273,4096,1.0,39.25,2.59,1420.0,15.5476
SN000048,60904.2353,LSST-g,DDF,21454.5,1.2745,6144,1.0,37.91,5.22,309.1,16.6719,DDF,21723.4,1.2818,6144,1.0,37.91,5.22,309.1,16.6544
SN000048,60904.2419,LSST-i,DDF,40859.5,1.1358,4096,1.0,38.97,3.89,1361.0,15.9751,DDF,44673.8,1.1784,4096,1.0,38.97,3.89,1361.0,15.88
SN000048,60904.2516,LSST-r,DDF,46934.4,1.0862,4096,1.0,39.04,2.86,850.6,15.8258,DDF,52271.8,1.1442,4096,1.0,39.04,2.86,850.6,15.7046
SN000050,61266.2534,LSST-g,DDF,132969.0,1.9013,6144,1.0,38.92,2.84,512.5,14.6836,DDF,151265.0,2.0272,6144,1.0,38.92,2.84,512.5,14.5551
SN000050,61266.2671,LSST-i,DDF,96114.0,1.0506,4096,1.0,39.88,2.31,1903.0,15.0434,DDF,114930.0,1.1463,4096,1.0,39.88,2.31,1903.0,14.8539
SN000050,61266.2708,LSST-r,DDF,125462.0,1.1725,4096,1.0,39.91,2.25,1246.0,14.7576,DDF,142386.0,1.2484,4096,1.0,39.91,2.25,1246.0,14.6139
SN000050,61272.3804,LSST-g,DDF,184659.0,1.9932,4096,1.0,39.17,2.03,525.0,14.3271,DDF,211605.0,2.1334,4096,1.0,39.17,2.03,525.0,14.1891
SN000050,61272.388,LSST-i,DDF,106791.0,1.0844,4096,1.0,39.91,1.95,1666.0,14.9291,DDF,111191.0,1.1062,4096,1.0,39.91,1.95,1666.0,14.8873
SN000050,61272.3957,LSST-r,DDF,176815.0,1.8809,4096,1.0,39.25,1.69,834.0,14.3836,DDF,196242.0,1.9813,4096,1.0,39.25,1.69,834.0,14.274
SN000050,61273.2133,LSST-r,DDF,175232.0,2.0479,4096,1.0,39.08,2.95,1329.0,14.3827,DDF,193496.0,2.1495,4096,1.0,39.08,2.95,1329.0,14.2809
SN000050,61274.3083,LSST-r,DDF,172983.0,5.9432,4096,1.0,36.73,2.01,280.8,14.3948,DDF,190534.0,6.2361,4096,1.0,36.73,2.01,280.8,14.3046
SN000050,61274.3324,LSST-i,DDF,100866.0,4.7259,4096,1.0,36.65,1.75,381.0,14.9938,DDF,99638.1,4.6974,4096,1.0,36.65,1.75,381.0,15.0053
SN000050,61275.3487,LSST-g,DDF,175775.0,6.1793,4096,1.0,36.66,2.21,167.8,14.3956,DDF,194957.0,6.5071,4096,1.0,36.66,2.21,167.8,14.2757
SN000050,61275.3726,LSST-r,DDF,169625.0,5.8254,4096,1.0,36.75,1.6,266.9,14.4224,DDF,182489.0,6.0417,4096,1.0,36.75,1.6,266.9,14.3443
SN000050,61276.3206,LSST-i,DDF,92339.9,4.471,4096,1.0,36.68,1.61,479.3,15.0848,DDF,87182.2,4.3465,4096,1.0,36.68,1.61,479.3,15.1477
SN000050,61276.3446,LSST-r,DDF,165431.0,5.5749,4096,1.0,36.82,1.4,392.1,14.4567,DDF,175871.0,5.7474,4096,1.0,36.82,1.4,392.1,14.3901
SN000050,61277.3426,LSST-i,DDF,86603.9,3.0502,4096,1.0,37.44,1.47,705.9,15.1552,DDF,80291.2,2.9388,4096,1.0,37.44,1.47,705.9,15.2409
SN000050,61277.343,LSST-r,DDF,158107.0,3.8327,4096,1.0,37.59,1.6,708.7,14.5008,DDF,166873.0,3.9366,4096,1.0,37.59,1.6,708.7,14.446
SN000051,61668.3651,LSST-g,DDF,266301.0,2.1278,4096,1.0,39.43,1.69,1583.0,13.9315,DDF,242063.0,2.0292,4096,1.0,39.43,1.69,1583.0,14.0393
SN000051,61668.3706,LSST-i,DDF,145636.0,1.7375,4096,1.0,39.22,1.51,1617.0,14.5828,DDF,139419.0,1.7004,4096,1.0,39.22,1.51,1617.0,14.6345
SN000051,61669.3951,LSST-i,DDF,146352.0,3.1801,6144,1.0,37.91,1.33,880.8,14.5831,DDF,136198.0,3.0687,6144,1.0,37.91,1.33,880.8,14.6662
SN000051,61672.4004,LSST-r,DDF,252650.0,6.7924,4096,1.0,36.85,1.4,445.4,13.9969,DDF,219913.0,6.3387,4096,1.0,36.85,1.4,445.4,14.1383
SN000051,61673.3873,LSST-i,DDF,130542.0,5.3313,4096,1.0,36.67,2.16,377.0,14.7101,DDF,112521.0,4.955,4096,1.0,36.67,2.16,377.0,14.8734
SN000052,61704.3526,LSST-r,DDF,157785.0,5.6712,6144,1.0,36.73,1.71,250.5,14.5089,DDF,176272.0,5.9933,6144,1.0,36.73,1.71,250.5,14.3804
SN000052,61705.2647,LSST-r,DDF,170405.0,4.1722,4096,1.0,37.48,1.84,335.9,14.4145,DDF,189511.0,4.3992,4096,1.0,37.48,1.84,335.9,14.31
SN000052,61705.3369,LSST-i,DDF,121831.0,3.6519,4096,1.0,37.41,1.63,505.2,14.7867,DDF,136056.0,3.8577,4096,1.0,37.41,1.63,505.2,14.6634
SN000052,61707.2474,LSST-g,DDF,234713.0,3.2017,4096,1.0,38.4,1.43,323.9,14.0786,DDF,245624.0,3.2752,4096,1.0,38.4,1.43,323.9,14.0286
SN000052,61707.254,LSST-i,DDF,128592.0,1.6656,4096,1.0,39.17,1.32,1108.0,14.7295,DDF,139420.0,1.734,4096,1.0,39.17,1.32,1108.0,14.6421
SN000052,61707.2637,LSST-r,DDF,197637.0,1.9969,4096,1.0,39.24,1.64,750.3,14.2594,DDF,207887.0,2.0479,4096,1.0,39.24,1.64,750.3,14.2044
SN000052,61708.2639,LSST-r,DDF,206378.0,6.4837,4096,1.0,36.73,1.81,237.0,14.2097,DDF,211351.0,6.5612,4096,1.0,36.73,1.81,237.0,14.1774
SN000052,61708.2877,LSST-i,DDF,128683.0,5.3028,4096,1.0,36.66,1.76,351.0,14.7286,DDF,136464.0,5.4596,4096,1.0,36.66,1.76,351.0,14.6613
SN000052,61709.3163,LSST-r,DDF,214169.0,6.6039,4096,1.0,36.73,1.68,241.2,14.1752,DDF,215973.0,6.6316,4096,1.0,36.73,1.68,241.2,14.165
SN000052,61710.2251,LSST-g,DDF,246821.0,7.4187,4096,1.0,36.63,1.64,144.5,14.015,DDF,256788.0,7.5669,4096,1.0,36.63,1.64,144.5,13.9733
SN000052,61710.2491,LSST-r,DDF,216580.0,6.6418,4096,1.0,36.73,1.82,237.7,14.1584,DDF,214382.0,6.6081,4096,1.0,36.73,1.82,237.7,14.166
SN000052,61714.1725,LSST-r,DDF,208163.0,6.4516,4096,1.0,36.75,1.57,269.5,14.2049,DDF,197175.0,6.2794,4096,1.0,36.75,1.57,269.5,14.2675
SN000052,61714.1967,LSST-i,DDF,110035.0,4.9004,4096,1.0,36.66,1.45,360.4,14.9021,DDF,103389.0,4.7511,4096,1.0,36.66,1.45,360.4,14.9644
SN000052,61715.2324,LSST-g,DDF,220239.0,3.1461,4096,1.0,38.37,2.39,319.6,14.146,DDF,222454.0,3.1618,4096,1.0,38.37,2.39,319.6,14.1311
SN000052,61715.239,LSST-i,DDF,103467.0,1.5093,4096,1.0,39.16,2.21,1102.0,14.9614,DDF,96833.6,1.4608,4096,1.0,39.16,2.21,1102.0,15.045
SN000052,61715.2488,LSST-r,DDF,200326.0,2.0202,4096,1.0,39.23,1.84,749.1,14.2441,DDF,188411.0,1.9593,4096,1.0,39.23,1.84,749.1,14.3164
SN000052,61716.2896,LSST-i,DDF,97021.8,4.6085,4096,1.0,36.66,1.67,354.1,15.0295,DDF,89130.0,4.419,4096,1.0,36.66,1.67,354.1,15.1321
SN000058,61042.1678,LSST-i,DDF,79244.9,4.2473,4096,1.0,36.69,2.72,567.1,15.2477,DDF,68165.1,3.9627,4096,1.0,36.69,2.72,567.1,15.4141
SN000058,61047.1077,LSST-i,DDF,113062.0,4.9277,6144,1.0,36.68,1.56,399.8,14.867,DDF,104253.0,4.7337,6144,1.0,36.68,1.56,399.8,14.9479
SN000058,61047.1317,LSST-r,DDF,165759.0,5.6123,4096,1.0,36.81,1.85,364.1,14.447,DDF,163786.0,5.5791,4096,1.0,36.81,1.85,364.1,14.4675
SN000059,61326.222,LSST-r,DDF,198609.0,6.4519,4096,1.0,36.72,5.32,243.8,14.253,DDF,170786.0,5.9934,4096,1.0,36.72,5.32,243.8,14.4176
SN000059,61329.9986,LSST-i,DDF,106273.0,3.4563,6144,1.0,37.4,2.0,697.1,14.9354,DDF,95349.4,3.2785,6144,1.0,37.4,2.0,697.1,15.0451
SN000060,60934.1207,LSST-g,DDF,163722.0,6.1302,6144,1.0,36.6,2.15,154.0,14.4661,DDF,149303.0,5.8545,6144,1.0,36.6,2.15,154.0,14.5684
SN000060,60935.2933,LSST-r,DDF,148538.0,3.9023,4096,1.0,37.48,2.48,349.9,14.57,DDF,138284.0,3.7661,4096,1.0,37.48,2.48,349.9,14.6539
SN000060,60936.1991,LSST-r,DDF,141219.0,5.3475,4096,1.0,36.74,2.27,245.2,14.6303,DDF,131803.0,5.1671,4096,1.0,36.74,2.27,245.2,14.7043
SN000060,60936.2237,LSST-i,DDF,73398.3,4.0383,4096,1.0,36.66,2.32,353.7,15.3355,DDF,66801.1,3.8572,4096,1.0,36.66,2.32,353.7,15.4414
SN000060,60938.1996,LSST-r,DDF,125112.0,5.0071,4096,1.0,36.75,1.89,245.7,14.7585,DDF,118491.0,4.8734,4096,1.0,36.75,1.89,245.7,14.8191
SN000062,61768.1816,LSST-r,DDF,100127.0,3.2164,6144,1.0,37.47,1.77,353.2,14.9985,DDF,93301.4,3.1054,6144,1.0,37.47,1.77,353.2,15.0722
SN000062,61768.2011,LSST-i,DDF,75957.4,4.1244,4096,1.0,36.64,1.67,374.3,15.2988,DDF,70601.5,3.9785,4096,1.0,36.64,1.67,374.3,15.389
SN000062,61769.2148,LSST-r,DDF,117931.0,5.027,4096,1.0,36.68,2.15,256.9,14.8162,DDF,110560.0,4.8685,4096,1.0,36.68,2.15,256.9,14.8907
SN000062,61775.1381,LSST-r,DDF,201621.0,6.2341,4096,1.0,36.79,1.38,319.4,14.2391,DDF,186323.0,5.9935,4096,1.0,36.79,1.38,319.4,14.3144
SN000062,61775.1629,LSST-i,DDF,126255.0,5.2529,4096,1.0,36.66,1.54,400.3,14.7502,DDF,119305.0,5.1075,4096,1.0,36.66,1.54,400.3,14.8063
SN000062,61778.1704,LSST-i,DDF,117076.0,5.1016,4096,1.0,36.67,2.28,540.6,14.8253,DDF,114343.0,5.0438,4096,1.0,36.67,2.28,540.6,14.8537
SN000062,61779.1142,LSST-i,DDF,113818.0,3.462,4096,1.0,37.46,1.47,777.2,14.8563,DDF,112237.0,3.4382,4096,1.0,37.46,1.47,777.2,14.874
SN000063,60863.2422,LSST-g,DDF,190139.0,2.0803,4096,1.0,39.14,2.78,1654.0,14.3001,DDF,168422.0,1.9617,4096,1.0,39.14,2.78,1654.0,14.4256
SN000063,60863.2498,LSST-i,DDF,107834.0,1.1409,4096,1.0,39.85,2.53,2447.0,14.9217,DDF,102462.0,1.1135,4096,1.0,39.85,2.53,2447.0,14.9792
SN000063,60863.2595,LSST-r,DDF,182567.0,1.3715,4096,1.0,39.99,2.34,2340.0,14.3491,DDF,172822.0,1.3351,4096,1.0,39.99,2.34,2340.0,14.4057
SN000065,60933.4029,LSST-i,DDF,152813.0,5.6929,6144,1.0,36.7,1.98,473.2,14.5391,DDF,134650.0,5.3492,6144,1.0,36.7,1.98,473.2,14.6682
SN000065,60940.3831,LSST-r,DDF,276489.0,7.4329,4096,1.0,36.75,1.66,243.8,13.9008,DDF,278203.0,7.4559,4096,1.0,36.75,1.66,243.8,13.8957
SN000066,61299.2713,LSST-i,DDF,149973.0,5.7651,4096,1.0,36.65,2.34,359.4,14.5525,DDF,158068.0,5.9167,4096,1.0,36.65,2.34,359.4,14.5055
SN000066,61304.1425,LSST-i,DDF,134138.0,1.3325,4096,1.0,39.76,3.08,2349.0,14.6839,DDF,127142.0,1.2994,4096,1.0,39.76,3.08,2349.0,14.742
SN000066,61304.1522,LSST-r,DDF,273778.0,1.7692,4096,1.0,39.88,3.35,2029.0,13.914,DDF,261109.0,1.7288,4096,1.0,39.88,3.35,2029.0,13.9561
SN000068,60956.1419,LSST-i,DDF,102466.0,2.7228,6144,1.0,37.89,1.79,1149.0,14.9763,DDF,77174.1,2.3765,6144,1.0,37.89,1.79,1149.0,15.276
SN000068,60958.2385,LSST-g,DDF,182473.0,5.7453,4096,1.0,36.88,2.84,472.3,14.3531,DDF,131814.0,4.9032,4096,1.0,36.88,2.84,472.3,14.7075
SN000068,60958.2626,LSST-r,DDF,175647.0,5.7045,4096,1.0,36.84,1.69,483.6,14.3804,DDF,122828.0,4.7792,4096,1.0,36.84,1.69,483.6,14.7717
SN000068,60964.2361,LSST-r,DDF,127349.0,5.1019,4096,1.0,36.73,2.16,247.0,14.7433,DDF,96020.0,4.4342,4096,1.0,36.73,2.16,247.0,15.0478
SN000068,60964.317,LSST-g,DDF,123192.0,5.4706,4096,1.0,36.54,2.25,165.3,14.786,DDF,89221.6,4.6586,4096,1.0,36.54,2.25,165.3,15.1232
SN000071,61707.3243,LSST-r,DDF,70070.8,2.6671,4096,1.0,37.49,1.6,355.5,15.3839,DDF,68689.0,2.6408,4096,1.0,37.49,1.6,355.5,15.405
SN000071,61707.3497,LSST-i,DDF,59989.1,3.6831,4096,1.0,36.64,1.92,376.0,15.563,DDF,51114.4,3.4067,4096,1.0,36.64,1.92,376.0,15.7272
SN000071,61709.3111,LSST-r,DDF,93632.5,4.3538,4096,1.0,36.74,1.79,247.7,15.0737,DDF,94635.5,4.3769,4096,1.0,36.74,1.79,247.7,15.0686
SN000071,61711.3109,LSST-g,DDF,110870.0,4.9527,4096,1.0,36.64,1.84,153.9,14.8854,DDF,107113.0,4.8682,4096,1.0,36.64,1.84,153.9,14.9201
SN000071,61712.0698,LSST-i,DDF,92013.6,3.2605,4096,1.0,37.36,1.73,578.7,15.0963,DDF,93921.0,3.2936,4096,1.0,37.36,1.73,578.7,15.0679
SN000071,61713.255,LSST-g,DDF,122615.0,1.5363,4096,1.0,39.29,1.33,525.4,14.7701,DDF,122276.0,1.5342,4096,1.0,39.29,1.33,525.4,14.7826
SN000071,61713.2762,LSST-i,DDF,92682.7,1.0022,4096,1.0,39.92,1.34,1590.0,15.0767,DDF,98205.6,1.0314,4096,1.0,39.92,1.34,1590.0,15.0139
SN000071,61713.2791,LSST-r,DDF,128647.0,1.1103,4096,1.0,40.05,1.7,1133.0,14.7212,DDF,135276.0,1.1385,4096,1.0,40.05,1.7,1133.0,14.6757
SN000071,61714.1278,LSST-g,DDF,127421.0,5.0022,4096,1.0,36.77,1.54,232.9,14.7429,DDF,126146.0,4.9771,4096,1.0,36.77,1.54,232.9,14.7465
SN000071,61714.1522,LSST-r,DDF,133413.0,5.0972,4096,1.0,36.78,1.51,285.5,14.6882,DDF,139583.0,5.2134,4096,1.0,36.78,1.51,285.5,14.637
SN000071,61714.3115,LSST-i,DDF,92048.5,4.488,4096,1.0,36.66,1.55,365.0,15.0884,DDF,98508.5,4.6414,4096,1.0,36.66,1.55,365.0,15.0027
SN000071,61716.1689,LSST-i,DDF,88038.7,3.131,4096,1.0,37.4,1.74,572.9,15.1383,DDF,96604.7,3.2776,4096,1.0,37.4,1.74,572.9,15.0298
SN000073,61712.1033,LSST-i,DDF,120494.0,5.1583,4096,1.0,36.65,1.63,393.2,14.8008,DDF,123105.0,5.2134,4096,1.0,36.65,1.63,393.2,14.7645
SN000073,61718.2854,LSST-g,DDF,210456.0,2.259,4096,1.0,39.04,1.92,541.3,14.1945,DDF,222491.0,2.3226,4096,1.0,39.04,1.92,541.3,14.1386
SN000073,61718.293,LSST-i,DDF,107883.0,1.1273,4096,1.0,39.84,1.88,1861.0,14.9183,DDF,104848.0,1.1116,4096,1.0,39.84,1.88,1861.0,14.9451
SN000073,61718.3027,LSST-r,DDF,196511.0,1.4858,4096,1.0,39.88,2.27,1265.0,14.2616,DDF,201316.0,1.5038,4096,1.0,39.88,2.27,1265.0,14.241
SN000074,61806.2436,LSST-g,DDF,321524.0,2.6415,4096,1.0,39.16,2.1,549.4,13.7329,DDF,345462.0,2.738,4096,1.0,39.16,2.1,549.4,13.6558
SN000074,61806.2513,LSST-i,DDF,149373.0,1.2869,4096,1.0,39.9,2.01,1731.0,14.5706,DDF,151038.0,1.294,4096,1.0,39.9,2.01,1731.0,14.5449
SN000074,61806.261,LSST-r,DDF,269330.0,1.6515,4096,1.0,39.99,2.2,1230.0,13.9178,DDF,278148.0,1.6783,4096,1.0,39.99,2.2,1230.0,13.8938
SN000075,61625.2964,LSST-g,DDF,307654.0,2.862,4096,1.0,38.94,3.43,480.2,13.7765,DDF,284564.0,2.7528,4096,1.0,38.94,3.43,480.2,13.8591
SN000075,61625.304,LSST-i,DDF,127704.0,1.2316,4096,1.0,39.84,2.61,1794.0,14.7325,DDF,114239.0,1.1665,4096,1.0,39.84,2.61,1794.0,14.8607
SN000075,61625.3137,LSST-r,DDF,265101.0,1.6923,4096,1.0,39.92,2.25,1176.0,13.9392,DDF,251930.0,1.6499,4096,1.0,39.92,2.25,1176.0,13.9992
SN000077,61328.1755,LSST-g,DDF,337456.0,8.8416,4096,1.0,36.59,3.13,152.0,13.6893,DDF,299400.0,8.3292,4096,1.0,36.59,3.13,152.0,13.8155
SN000077,61328.1992,LSST-r,DDF,292432.0,7.7717,6144,1.0,36.72,3.6,246.7,13.8439,DDF,247499.0,7.1542,6144,1.0,36.72,3.6,246.7,14.0125
SN000077,61329.3248,LSST-r,DDF,285124.0,7.5923,4096,1.0,36.74,2.74,243.9,13.8637,DDF,244993.0,7.0401,4096,1.0,36.74,2.74,243.9,14.0272
SN000077,61329.3362,LSST-i,DDF,133196.0,5.4007,4096,1.0,36.66,1.98,357.0,14.6962,DDF,120370.0,5.1369,4096,1.0,36.66,1.98,357.0,14.799
SN000077,61333.2886,LSST-g,DDF,304708.0,2.5471,4096,1.0,39.18,1.57,480.3,13.7885,DDF,273269.0,2.4122,4096,1.0,39.18,1.57,480.3,13.9055
SN000077,61333.3057,LSST-i,DDF,113209.0,1.1075,4096,1.0,39.92,1.48,1578.0,14.8711,DDF,102056.0,1.0519,4096,1.0,39.92,1.48,1578.0,14.9778
SN000077,61333.3248,LSST-r,DDF,246234.0,1.5702,4096,1.0,40.0,1.45,1102.0,14.0232,DDF,217330.0,1.4753,4096,1.0,40.0,1.45,1102.0,14.1661
SN000077,61334.1964,LSST-i,DDF,106871.0,4.7868,4096,1.0,36.69,1.86,442.3,14.9198,DDF,96776.1,4.559,4096,1.0,36.69,1.86,442.3,15.0305
SN000078,61029.3231,LSST-i,DDF,81114.2,4.2372,4096,1.0,36.65,1.51,389.1,15.2299,DDF,89282.5,4.443,4096,1.0,36.65,1.51,389.1,15.1216
SN000078,61031.3416,LSST-r,DDF,131617.0,5.1376,6144,1.0,36.75,1.84,280.8,14.6949,DDF,143550.0,5.3643,6144,1.0,36.75,1.84,280.8,14.5986
SN000078,61031.3541,LSST-i,DDF,100467.0,4.6522,4096,1.0,36.69,1.65,548.9,14.9981,DDF,107137.0,4.801,4096,1.0,36.69,1.65,548.9,14.9216
SN000078,61032.3408,LSST-r,DDF,143920.0,5.3722,4096,1.0,36.75,1.95,275.6,14.5949,DDF,157612.0,5.6207,4096,1.0,36.75,1.95,275.6,14.5141
SN000078,61034.2946,LSST-i,DDF,111193.0,4.957,4096,1.0,36.65,1.65,387.0,14.8841,DDF,116073.0,5.0635,4096,1.0,36.65,1.65,387.0,14.8405
SN000078,61034.3144,LSST-r,DDF,164891.0,5.7717,4096,1.0,36.74,1.7,270.8,14.4536,DDF,175372.0,5.9517,4096,1.0,36.74,1.7,270.8,14.3946
SN000080,60958.2394,LSST-g,DDF,110316.0,4.5006,6144,1.0,36.88,2.87,474.0,14.8854,DDF,107905.0,4.453,6144,1.0,36.88,2.87,474.0,14.9066
SN000080,60958.2635,LSST-r,DDF,119839.0,4.7448,4096,1.0,36.83,1.72,485.4,14.8164,DDF,125884.0,4.8615,4096,1.0,36.83,1.72,485.4,14.7462
SN000080,60964.2361,LSST-r,DDF,133582.0,5.2246,4096,1.0,36.73,2.16,247.0,14.6765,DDF,135109.0,5.2542,4096,1.0,36.73,2.16,247.0,14.6723
SN000080,60969.9997,LSST-i,DDF,60448.8,3.7084,4096,1.0,36.66,2.05,511.3,15.5533,DDF,57842.6,3.6314,4096,1.0,36.66,2.05,511.3,15.5893
SN000081,61705.2645,LSST-r,DDF,159215.0,5.6978,4096,1.0,36.73,1.91,237.2,14.4897,DDF,156098.0,5.6419,4096,1.0,36.73,1.91,237.2,14.5141
SN000081,61705.3372,LSST-i,DDF,115937.0,5.0578,4096,1.0,36.65,1.68,357.3,14.8431,DDF,112214.0,4.9766,4096,1.0,36.65,1.68,357.3,14.8723
SN000081,61707.2474,LSST-g,DDF,210687.0,3.0335,4096,1.0,38.4,1.43,323.9,14.1844,DDF,208318.0,3.0164,4096,1.0,38.4,1.43,323.9,14.1981
SN000081,61707.254,LSST-i,DDF,122710.0,1.6273,4096,1.0,39.17,1.32,1108.0,14.7844,DDF,121659.0,1.6203,4096,1.0,39.17,1.32,1108.0,14.798
SN000081,61707.2637,LSST-r,DDF,184201.0,1.928,4096,1.0,39.24,1.64,750.3,14.3333,DDF,178293.0,1.8969,4096,1.0,39.24,1.64,750.3,14.3661
