FILENAME,MJD,BAND,FIELD,FLUXCAL,FLUXCALERR,PHOTFLAG,GAIN,ZPT,PSF,SKY_SIG,SIM_MAGOBS
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61752.1348,LSST-Y,DDF,77.2321,20.582,0,1.0,30.27,1.55,47.69,22.8918
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61752.2085,LSST-z,DDF,83.2697,8.839,4096,1.0,32.09,1.83,92.67,22.6392
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61754.2056,LSST-i,DDF,92.3757,1.9283,4096,1.0,34.2,1.46,173.6,22.5771
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61754.2248,LSST-Y,DDF,71.2833,7.4858,4096,1.0,32.62,1.65,142.1,22.8715
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61754.2344,LSST-z,DDF,99.1493,2.8091,4096,1.0,34.04,1.59,202.7,22.5567
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61759.2063,LSST-i,DDF,99.0995,1.4544,4096,1.0,34.16,1.45,123.7,22.5016
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61759.2255,LSST-Y,DDF,73.1382,6.4157,4096,1.0,32.61,1.44,138.0,22.9138
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61759.235,LSST-z,DDF,98.5655,3.0106,4096,1.0,34.02,1.88,180.7,22.5229
MYC21_073025_SIM_NOSCATTER_SN001578.DAT,61762.2301,LSST-i,DDF,105.018,5.01,4096,1.0,31.63,1.61,37.51,22.5263
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61010.0671,LSST-Y,DDF,83.8925,8.8036,6144,1.0,31.78,1.38,91.74,22.7274
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61012.0955,LSST-z,DDF,104.602,9.2573,4096,1.0,31.35,1.55,57.38,22.487
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61012.1196,LSST-i,DDF,105.606,8.2161,4096,1.0,31.69,1.91,56.59,22.5091
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61021.0641,LSST-i,DDF,96.0248,1.0883,4096,1.0,34.91,1.67,161.6,22.5592
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61021.0832,LSST-Y,DDF,79.9093,4.707,4096,1.0,33.38,1.57,188.7,22.791
MYC21_073025_SIM_NOSCATTER_SN000666.DAT,61021.0933,LSST-z,DDF,95.0256,1.8375,4096,1.0,34.78,1.73,240.4,22.5458
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61334.2359,LSST-r,DDF,3984.51,9.5554,4096,1.0,31.83,1.61,39.49,18.5009
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61334.2598,LSST-i,DDF,2961.05,9.1268,4096,1.0,31.69,1.45,42.14,18.8314
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61335.2392,LSST-r,DDF,4105.56,9.7597,4096,1.0,31.84,1.54,44.44,18.4581
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61335.2636,LSST-i,DDF,2968.01,9.1762,4096,1.0,31.7,1.38,46.09,18.829
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61338.1999,LSST-z,DDF,2304.4,12.039,4096,1.0,31.35,1.43,60.59,19.0938
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61338.2238,LSST-i,DDF,2816.63,12.149,4096,1.0,31.71,2.13,60.45,18.8654
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61341.3113,LSST-z,DDF,1924.1,9.1361,4096,1.0,32.1,1.85,78.7,19.2712
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61342.1425,LSST-g,DDF,3807.51,4.7922,4096,1.0,33.55,2.55,84.78,18.5496
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61342.1491,LSST-i,DDF,2474.39,3.1369,4096,1.0,34.17,1.83,152.7,19.0125
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61342.1589,LSST-r,DDF,3946.76,3.4927,4096,1.0,34.32,2.26,146.4,18.502
MYC21_073025_SIM_NOSCATTER_SN000100.DAT,61342.1779,LSST-z,DDF,1870.56,3.2878,4096,1.0,34.04,1.55,188.4,19.3242
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60939.3154,LSST-r,DDF,243.632,3.2502,4096,1.0,31.74,1.39,23.97,21.5328
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60940.3548,LSST-i,DDF,226.479,1.4287,4096,1.0,34.17,1.48,110.7,21.6088
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60940.3645,LSST-r,DDF,254.902,1.1374,4096,1.0,34.24,1.65,75.0,21.4866
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60948.1037,LSST-i,DDF,253.93,6.2559,4096,1.0,33.98,4.53,151.0,21.4824
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60948.1092,LSST-r,DDF,263.296,3.7107,4096,1.0,34.06,3.67,117.2,21.4422
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60948.1216,LSST-Y,DDF,75.8563,20.888,0,1.0,32.36,3.47,149.1,22.3208
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60948.14,LSST-z,DDF,198.001,4.6337,4096,1.0,33.96,2.46,201.4,21.7283
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60949.3919,LSST-z,DDF,221.492,19.952,0,1.0,31.36,2.71,72.1,21.7492
MYC21_073025_SIM_NOSCATTER_SN000114.DAT,60951.3817,LSST-i,DDF,234.814,5.2516,4096,1.0,31.66,1.63,37.86,21.5525
MYC21_073025_SIM_NOSCATTER_SN001544.DAT,61398.1125,LSST-i,DDF,89.872,7.6804,4096,1.0,31.72,1.58,65.8,22.6976
MYC21_073025_SIM_NOSCATTER_SN001544.DAT,61398.1367,LSST-z,DDF,52.8114,13.423,4096,1.0,31.36,2.12,62.24,22.7479
MYC21_073025_SIM_NOSCATTER_SN000128.DAT,61276.3309,LSST-i,DDF,47.1175,4.7536,4096,1.0,31.69,1.36,45.72,23.3341
MYC21_073025_SIM_NOSCATTER_SN000128.DAT,61281.3265,LSST-Y,DDF,69.901,12.747,0,1.0,31.02,1.34,68.08,23.1316
MYC21_073025_SIM_NOSCATTER_SN000128.DAT,61287.3236,LSST-i,DDF,56.41,5.7397,6144,1.0,31.68,1.83,40.81,23.2483
